Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	ALS_3_T1_1 Spectral Count	ALS_3_T2_2 Spectral Count	ALS_3_T3_3 Spectral Count	ALS_3_T4_4 Spectral Count	ALS_3_T1_1 Unique Spectral Count	ALS_3_T2_2 Unique Spectral Count	ALS_3_T3_3 Unique Spectral Count	ALS_3_T4_4 Unique Spectral Count	ALS_3_T1_1 Total Spectral Count	ALS_3_T2_2 Total Spectral Count	ALS_3_T3_3 Total Spectral Count	ALS_3_T4_4 Total Spectral Count	ALS_3_T1_1 Intensity	ALS_3_T2_2 Intensity	ALS_3_T3_3 Intensity	ALS_3_T4_4 Intensity	ALS_3_T1_1 MaxLFQ Intensity	ALS_3_T2_2 MaxLFQ Intensity	ALS_3_T3_3 MaxLFQ Intensity	ALS_3_T4_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|P02768|ALBU_HUMAN	P02768	ALBU_HUMAN	ALB	609	Homo sapiens	1:Experimental evidence at protein level	Albumin	1.0	0.999	37	165	143	165	42	41	41	41	36	36	35	36	42	41	41	41	4.8164639E9	5.5586872E9	2.1517207E9	3.20024371E9	2.22311091E9	2.29404621E9	2.07641971E9	2.43325184E9	
sp|P02774|VTDB_HUMAN	P02774	VTDB_HUMAN	GC	474	Homo sapiens	1:Experimental evidence at protein level	Vitamin D-binding protein	1.0	0.999	17	69	69	69	18	18	18	15	18	18	18	15	18	18	18	15	1.23124232E8	1.11355848E8	1.03959368E8	1.1509588E8	4.7941264E7	4.068672E7	3.9516916E7	3.979424E7	
sp|P02787|TRFE_HUMAN	P02787	TRFE_HUMAN	TF	698	Homo sapiens	1:Experimental evidence at protein level	Serotransferrin	1.0	0.999	25	158	158	158	42	41	36	39	42	41	36	39	42	41	36	39	3.39103392E8	1.19491942E9	1.27968384E9	1.23809485E9	3.8201456E8	4.34296E8	3.7640464E8	4.57652736E8	
sp|P02790|HEMO_HUMAN	P02790	HEMO_HUMAN	HPX	462	Homo sapiens	1:Experimental evidence at protein level	Hemopexin	1.0	0.999	14	71	63	71	19	17	17	18	17	15	15	16	19	17	17	18	2.97869632E8	3.10852096E8	3.04826048E8	2.85441344E8	1.5594264E8	1.70807792E8	1.37883536E8	1.46038528E8	
sp|P03950|ANGI_HUMAN	P03950	ANGI_HUMAN	ANG	147	Homo sapiens	1:Experimental evidence at protein level	Angiogenin	0.7919	0.9906	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	533289.5	430831.97	570693.2	367921.34	0.0	0.0	0.0	0.0	
sp|P03952|KLKB1_HUMAN	P03952	KLKB1_HUMAN	KLKB1	638	Homo sapiens	1:Experimental evidence at protein level	Plasma kallikrein	0.9999	0.9948	1	3	3	3	1	1	0	1	1	1	0	1	1	1	0	1	872534.06	1029879.9	756042.2	1067340.1	0.0	0.0	0.0	0.0	
sp|P04003|C4BPA_HUMAN	P04003	C4BPA_HUMAN	C4BPA	597	Homo sapiens	1:Experimental evidence at protein level	C4b-binding protein alpha chain	0.8497	0.9937	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0.0	217390.08	394581.47	214514.17	0.0	0.0	0.0	0.0	
sp|P04004|VTNC_HUMAN	P04004	VTNC_HUMAN	VTN	478	Homo sapiens	1:Experimental evidence at protein level	Vitronectin	1.0	0.999	4	15	15	15	5	5	2	3	5	5	2	3	5	5	2	3	6741124.0	1.197305E7	6496706.5	7359415.0	2626294.8	4897575.5	2672597.0	2822221.8	
sp|P04066|FUCO_HUMAN	P04066	FUCO_HUMAN	FUCA1	466	Homo sapiens	1:Experimental evidence at protein level	Tissue alpha-L-fucosidase	1.0	0.9953	6	16	16	16	4	4	4	4	4	4	4	4	4	4	4	4	2883366.8	2214979.8	2833455.0	2329015.5	1210856.5	1076941.0	1183284.1	923964.56	
sp|P04075|ALDOA_HUMAN	P04075	ALDOA_HUMAN	ALDOA	364	Homo sapiens	1:Experimental evidence at protein level	Fructose-bisphosphate aldolase A	1.0	0.999	10	33	3	33	10	8	7	8	1	1	0	1	10	8	7	8	7096038.0	6486036.5	1.006391E7	7412347.0	3091253.5	2449528.0	3317398.8	2796168.8	
sp|P04083|ANXA1_HUMAN	P04083	ANXA1_HUMAN	ANXA1	346	Homo sapiens	1:Experimental evidence at protein level	Annexin A1	0.9999	0.9854	2	3	3	3	1	0	2	0	1	0	2	0	1	0	2	0	469146.53	0.0	1275946.4	0.0	0.0	0.0	0.0	0.0	
sp|P04085|PDGFA_HUMAN	P04085	PDGFA_HUMAN	PDGFA	211	Homo sapiens	1:Experimental evidence at protein level	Platelet-derived growth factor subunit A	0.5706	0.9737	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1150514.8	814619.6	760022.1	644682.94	0.0	0.0	0.0	0.0	
sp|P04156|PRIO_HUMAN	P04156	PRIO_HUMAN	PRNP	253	Homo sapiens	1:Experimental evidence at protein level	Major prion protein	1.0	0.999	8	32	32	32	9	9	6	8	9	9	6	8	9	9	6	8	2.7008466E7	2.5025752E7	2.2940152E7	2.4579048E7	1.555206E7	1.5084012E7	1.2193175E7	1.6325749E7	
sp|P04180|LCAT_HUMAN	P04180	LCAT_HUMAN	LCAT	440	Homo sapiens	1:Experimental evidence at protein level	Phosphatidylcholine-sterol acyltransferase	1.0	0.999	4	12	12	12	4	2	3	3	4	2	3	3	4	2	3	3	5825371.5	3786326.8	5975054.0	6028644.5	2125209.8	1679173.0	2234622.5	2257567.2	
sp|P04196|HRG_HUMAN	P04196	HRG_HUMAN	HRG	525	Homo sapiens	1:Experimental evidence at protein level	Histidine-rich glycoprotein	1.0	0.999	12	45	45	45	12	11	10	12	12	11	10	12	12	11	10	12	4.3084088E7	3.4020712E7	3.3629592E7	3.145656E7	1.3893723E7	1.3040963E7	1.2431251E7	1.4196053E7	
sp|P04216|THY1_HUMAN	P04216	THY1_HUMAN	THY1	161	Homo sapiens	1:Experimental evidence at protein level	Thy-1 membrane glycoprotein	1.0	0.999	3	13	13	13	4	4	2	3	4	4	2	3	4	4	2	3	3.9723696E7	2.5253174E7	2.0783124E7	2.0620476E7	2.4052196E7	1.7923836E7	9146340.0	1.2854877E7	
sp|P04217|A1BG_HUMAN	P04217	A1BG_HUMAN	A1BG	495	Homo sapiens	1:Experimental evidence at protein level	Alpha-1B-glycoprotein	1.0	0.999	12	56	56	56	16	15	12	13	16	15	12	13	16	15	12	13	7.3631184E7	6.400744E7	6.4201424E7	5.922792E7	2.6611582E7	2.5649238E7	2.301765E7	2.246616E7	
sp|P04264|K2C1_HUMAN	P04264	K2C1_HUMAN	KRT1	644	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 1	0.7442	0.9878	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	611530.0	205404.22	407449.97	267808.25	0.0	0.0	0.0	0.0	
sp|P04278|SHBG_HUMAN	P04278	SHBG_HUMAN	SHBG	402	Homo sapiens	1:Experimental evidence at protein level	Sex hormone-binding globulin	1.0	0.9981	2	4	4	4	2	0	1	1	2	0	1	1	2	0	1	1	944877.94	609267.44	700888.7	638694.0	0.0	0.0	0.0	0.0	
sp|P04406|G3P_HUMAN	P04406	G3P_HUMAN	GAPDH	335	Homo sapiens	1:Experimental evidence at protein level	Glyceraldehyde-3-phosphate dehydrogenase	1.0	0.9989	6	12	11	12	6	1	4	1	5	1	4	1	6	1	4	1	1.4117075E7	6744915.5	1.9436234E7	7660769.0	5881301.5	3242132.5	7790159.0	3928159.5	
sp|P04792|HSPB1_HUMAN	P04792	HSPB1_HUMAN	HSPB1	205	Homo sapiens	1:Experimental evidence at protein level	Heat shock protein beta-1	1.0	0.9972	2	4	4	4	2	0	2	0	2	0	2	0	2	0	2	0	1237064.6	389686.8	1755182.9	432115.12	699696.9	217499.66	952115.0	244324.6	
sp|P04843|RPN1_HUMAN	P04843	RPN1_HUMAN	RPN1	607	Homo sapiens	1:Experimental evidence at protein level	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	0.6159	0.9781	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	481599.2	0.0	584328.4	0.0	0.0	0.0	0.0	0.0	
sp|P05060|SCG1_HUMAN	P05060	SCG1_HUMAN	CHGB	677	Homo sapiens	1:Experimental evidence at protein level	Secretogranin-1	1.0	0.999	44	161	161	161	43	42	37	39	43	42	37	39	43	42	37	39	1.47985696E8	1.59450192E8	1.51104064E8	1.49785312E8	5.5068748E7	7.7355416E7	5.3152916E7	6.3703992E7	
sp|P05067|A4_HUMAN	P05067	A4_HUMAN	APP	770	Homo sapiens	1:Experimental evidence at protein level	Amyloid-beta precursor protein	1.0	0.999	20	100	92	100	25	24	27	24	23	22	25	22	25	24	27	24	3.1304616E7	3.72264E7	3.62153E7	3.1174148E7	1.3356369E7	1.7483908E7	1.5428024E7	1.4073588E7	
sp|P05090|APOD_HUMAN	P05090	APOD_HUMAN	APOD	189	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein D	1.0	0.999	7	22	22	22	5	6	5	6	5	6	5	6	5	6	5	6	6.8052186E8	6.7531494E8	6.4910118E8	6.9951066E8	3.06442336E8	3.32368096E8	2.6018824E8	3.07480288E8	
sp|P05141|ADT2_HUMAN	P05141	ADT2_HUMAN	SLC25A5	298	Homo sapiens	1:Experimental evidence at protein level	ADP/ATP translocase 2	0.7397	0.9875	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	916059.44	0.0	1064156.9	0.0	0.0	0.0	0.0	0.0	sp|P12235|ADT1_HUMAN, sp|P12236|ADT3_HUMAN, sp|Q9H0C2|ADT4_HUMAN
sp|P05155|IC1_HUMAN	P05155	IC1_HUMAN	SERPING1	500	Homo sapiens	1:Experimental evidence at protein level	Plasma protease C1 inhibitor	1.0	0.999	10	47	47	47	13	12	11	11	13	12	11	11	13	12	11	11	1.5496238E7	1.7670878E7	1.7461896E7	8900858.0	6128180.0	6894532.0	7204550.0	4525501.0	
sp|P05156|CFAI_HUMAN	P05156	CFAI_HUMAN	CFI	583	Homo sapiens	1:Experimental evidence at protein level	Complement factor I	1.0	0.999	6	21	21	21	6	5	5	5	6	5	5	5	6	5	5	5	9972844.0	1.3660088E7	9970934.0	1.0657799E7	4599516.0	5243499.5	4706908.5	4585394.0	
sp|P05387|RLA2_HUMAN	P05387	RLA2_HUMAN	RPLP2	115	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein P2	1.0	0.9981	2	2	2	2	0	0	2	0	0	0	2	0	0	0	2	0	1212404.5	456563.56	1827327.2	614825.5	863650.75	290477.78	1304492.5	431254.88	
sp|P05388|RLA0_HUMAN	P05388	RLA0_HUMAN	RPLP0	317	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL10	0.903	0.9962	1	2	2	2	1	0	1	0	1	0	1	0	1	0	1	0	345518.16	229922.19	496327.34	189412.38	0.0	0.0	0.0	0.0	
sp|P05408|7B2_HUMAN	P05408	7B2_HUMAN	SCG5	212	Homo sapiens	1:Experimental evidence at protein level	Neuroendocrine protein 7B2	1.0	0.999	6	24	24	24	7	6	6	5	7	6	6	5	7	6	6	5	6.1927592E7	6.3603056E7	5.9339568E7	7.13608E7	2.871594E7	3.5733836E7	3.0511422E7	3.9109504E7	
sp|P05452|TETN_HUMAN	P05452	TETN_HUMAN	CLEC3B	202	Homo sapiens	1:Experimental evidence at protein level	Tetranectin	1.0	0.999	4	16	16	16	4	4	5	3	4	4	5	3	4	4	5	3	4.8126896E7	4.9418276E7	4.9905572E7	4.3150076E7	2.3481032E7	2.1256072E7	2.2051516E7	1.900382E7	
sp|P05543|THBG_HUMAN	P05543	THBG_HUMAN	SERPINA7	415	Homo sapiens	1:Experimental evidence at protein level	Thyroxine-binding globulin	1.0	0.999	15	35	35	35	11	8	8	8	11	8	8	8	11	8	8	8	9028388.0	1.0147803E7	1.040632E7	7995119.0	4037590.8	3953803.8	4062313.8	4029275.0	
sp|P05546|HEP2_HUMAN	P05546	HEP2_HUMAN	SERPIND1	499	Homo sapiens	1:Experimental evidence at protein level	Heparin cofactor 2	1.0	0.999	14	45	45	45	13	10	11	11	13	10	11	11	13	10	11	11	1.7437872E7	1.4913521E7	2.1649648E7	1.300019E7	6152376.5	6275475.0	6368351.0	5535032.0	
sp|P05783|K1C18_HUMAN	P05783	K1C18_HUMAN	KRT18	430	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 18	1.0	0.999	5	9	7	9	5	0	4	0	4	0	3	0	5	0	4	0	3705194.5	1821529.8	5088905.5	1989135.8	1442320.5	673479.2	2013037.6	776561.1	
sp|P05787|K2C8_HUMAN	P05787	K2C8_HUMAN	KRT8	483	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 8	1.0	0.999	11	20	14	20	7	2	8	3	5	1	6	2	7	2	8	3	7067142.0	3085535.2	1.0108434E7	3150900.2	2660547.0	1515292.5	3388012.5	1611153.0	
sp|P05937|CALB1_HUMAN	P05937	CALB1_HUMAN	CALB1	261	Homo sapiens	1:Experimental evidence at protein level	Calbindin	0.9691	0.9989	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	736254.56	0.0	609278.25	271362.03	0.0	0.0	0.0	0.0	
sp|P05976|MYL1_HUMAN	P05976	MYL1_HUMAN	MYL1	194	Homo sapiens	1:Experimental evidence at protein level	Myosin light chain 1/3, skeletal muscle isoform	1.0	0.9989	3	4	1	4	2	0	2	0	1	0	0	0	2	0	2	0	1833845.2	542548.9	1823232.6	718213.9	936147.8	320537.88	918500.6	420165.12	
sp|P06307|CCKN_HUMAN	P06307	CCKN_HUMAN	CCK	115	Homo sapiens	1:Experimental evidence at protein level	Cholecystokinin	0.4918	0.9642	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	771838.9	797861.7	697527.0	669236.06	0.0	0.0	0.0	0.0	
sp|P06312|KV401_HUMAN	P06312	KV401_HUMAN	IGKV4-1	121	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 4-1	1.0	0.9982	3	10	10	10	2	2	3	3	2	2	3	3	2	2	3	3	8138795.5	4739942.0	7193424.0	8090772.0	3828640.8	3738022.8	2746184.8	3340731.0	
sp|P06396|GELS_HUMAN	P06396	GELS_HUMAN	GSN	782	Homo sapiens	1:Experimental evidence at protein level	Gelsolin	1.0	0.999	35	166	166	166	46	37	44	39	46	37	44	39	46	37	44	39	1.46857152E8	1.33227024E8	1.45533056E8	1.29725856E8	6.0581616E7	6.0598596E7	5.526716E7	6.0738236E7	
sp|P06576|ATPB_HUMAN	P06576	ATPB_HUMAN	ATP5F1B	529	Homo sapiens	1:Experimental evidence at protein level	ATP synthase F(1) complex subunit beta, mitochondrial	1.0	0.996	2	2	2	2	1	0	1	0	1	0	1	0	1	0	1	0	819224.1	0.0	925711.44	0.0	0.0	0.0	0.0	0.0	
sp|P06681|CO2_HUMAN	P06681	CO2_HUMAN	C2	752	Homo sapiens	1:Experimental evidence at protein level	Complement C2	1.0	0.9987	8	19	19	19	7	5	3	4	7	5	3	4	7	5	3	4	5055703.5	4865966.5	5696676.0	4748890.5	2266802.2	2164360.2	2208564.5	1884544.2	
sp|P06703|S10A6_HUMAN	P06703	S10A6_HUMAN	S100A6	90	Homo sapiens	1:Experimental evidence at protein level	Protein S100-A6	1.0	0.9958	2	6	6	6	1	2	1	2	1	2	1	2	1	2	1	2	1625179.5	1769122.0	2045606.2	1871534.8	0.0	1502988.4	1020965.44	1557477.9	
sp|P06727|APOA4_HUMAN	P06727	APOA4_HUMAN	APOA4	396	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein A-IV	1.0	0.999	32	141	141	141	38	34	33	36	38	34	33	36	38	34	33	36	7.5861208E7	6.2364352E7	6.778848E7	6.4795496E7	3.2378448E7	3.4473996E7	2.7487362E7	3.3320334E7	
sp|P06732|KCRM_HUMAN	P06732	KCRM_HUMAN	CKM	381	Homo sapiens	1:Experimental evidence at protein level	Creatine kinase M-type	0.9999	0.9855	2	3	3	3	1	0	2	0	1	0	2	0	1	0	2	0	1312140.6	1073616.6	1338280.4	1037506.4	789861.8	640725.8	787526.6	634520.06	
sp|P06733|ENOA_HUMAN	P06733	ENOA_HUMAN	ENO1	434	Homo sapiens	1:Experimental evidence at protein level	Alpha-enolase	1.0	0.999	9	19	17	19	7	4	5	3	6	4	4	3	7	4	5	3	9151432.0	4633115.0	1.0390052E7	4768134.5	2691281.0	2416173.2	3248272.8	2140061.2	
sp|P06748|NPM_HUMAN	P06748	NPM_HUMAN	NPM1	294	Homo sapiens	1:Experimental evidence at protein level	Nucleophosmin	0.9361	0.9976	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1689910.0	1140872.0	1915798.9	1215628.9	0.0	0.0	0.0	0.0	
sp|P06865|HEXA_HUMAN	P06865	HEXA_HUMAN	HEXA	529	Homo sapiens	1:Experimental evidence at protein level	Beta-hexosaminidase subunit alpha	0.9998	0.9776	2	3	2	3	2	0	1	0	1	0	1	0	2	0	1	0	659662.0	727183.2	826449.9	894116.5	411272.6	437745.28	501796.97	541199.2	
sp|P07108|ACBP_HUMAN	P07108	ACBP_HUMAN	DBI	87	Homo sapiens	1:Experimental evidence at protein level	Acyl-CoA-binding protein	1.0	0.9942	2	6	6	6	2	1	1	2	2	1	1	2	2	1	1	2	2734476.8	2701101.2	4592989.0	2550206.8	1788171.8	1853635.8	2676959.5	1640735.8	
sp|P07195|LDHB_HUMAN	P07195	LDHB_HUMAN	LDHB	334	Homo sapiens	1:Experimental evidence at protein level	L-lactate dehydrogenase B chain	1.0	0.999	10	28	28	28	6	7	9	6	6	7	9	6	6	7	9	6	7765562.5	6584565.0	8965503.0	6285755.0	2997634.5	2999618.5	3941475.2	2812806.2	
sp|P07225|PROS_HUMAN	P07225	PROS_HUMAN	PROS1	676	Homo sapiens	1:Experimental evidence at protein level	Vitamin K-dependent protein S	1.0	0.999	9	36	36	36	9	9	9	9	9	9	9	9	9	9	9	9	1.3060122E7	1.2750552E7	1.1922186E7	1.2015238E7	7073197.0	6853473.5	6824164.5	6819171.0	
sp|P07237|PDIA1_HUMAN	P07237	PDIA1_HUMAN	P4HB	508	Homo sapiens	1:Experimental evidence at protein level	Protein disulfide-isomerase	0.9999	0.9848	2	3	3	3	1	0	2	0	1	0	2	0	1	0	2	0	642339.7	441977.88	1114959.9	497399.38	349309.5	239787.16	604391.6	267391.25	
sp|P07333|CSF1R_HUMAN	P07333	CSF1R_HUMAN	CSF1R	972	Homo sapiens	1:Experimental evidence at protein level	Macrophage colony-stimulating factor 1 receptor	1.0	0.999	6	20	20	20	5	5	7	3	5	5	7	3	5	5	7	3	9798839.0	7458397.5	9172469.0	6985390.0	5880364.0	5600629.5	5484419.0	5688095.5	
sp|P07339|CATD_HUMAN	P07339	CATD_HUMAN	CTSD	412	Homo sapiens	1:Experimental evidence at protein level	Cathepsin D	1.0	0.999	12	47	47	47	14	11	12	10	14	11	12	10	14	11	12	10	2.4742652E7	1.9633622E7	2.519216E7	2.2146668E7	1.0683812E7	9851119.0	1.1702116E7	9451011.0	
sp|P07355|ANXA2_HUMAN	P07355	ANXA2_HUMAN	ANXA2	339	Homo sapiens	1:Experimental evidence at protein level	Annexin A2	1.0	0.9974	4	7	1	7	2	1	3	1	0	0	1	0	2	1	3	1	1974009.2	939639.6	2359197.2	1117694.1	1015362.4	424874.72	1237902.6	753743.25	
sp|P07357|CO8A_HUMAN	P07357	CO8A_HUMAN	C8A	584	Homo sapiens	1:Experimental evidence at protein level	Complement component C8 alpha chain	1.0	0.9977	5	13	13	13	4	3	3	3	4	3	3	3	4	3	3	3	3481914.2	3558777.5	3049810.5	3260881.5	1346746.5	1320042.0	1150263.5	1366934.6	
sp|P07358|CO8B_HUMAN	P07358	CO8B_HUMAN	C8B	591	Homo sapiens	1:Experimental evidence at protein level	Complement component C8 beta chain	1.0	0.999	6	11	11	11	3	2	5	1	3	2	5	1	3	2	5	1	2147078.8	2088800.2	2275957.8	1753264.5	908564.94	1020560.44	915099.25	837709.0	
sp|P07360|CO8G_HUMAN	P07360	CO8G_HUMAN	C8G	202	Homo sapiens	1:Experimental evidence at protein level	Complement component C8 gamma chain	1.0	0.9989	6	11	11	11	3	2	3	3	3	2	3	3	3	2	3	3	4055841.0	3784527.0	3864684.5	2875964.0	1556996.0	1500665.1	1503973.9	1215772.2	
sp|P07437|TBB5_HUMAN	P07437	TBB5_HUMAN	TUBB	444	Homo sapiens	1:Experimental evidence at protein level	Tubulin beta chain	1.0	0.999	5	8	1	8	1	2	2	3	0	0	1	0	1	2	2	3	4717191.5	1987519.4	6342457.0	2005751.5	2171418.8	995110.94	2936272.5	996600.44	
sp|P07585|PGS2_HUMAN	P07585	PGS2_HUMAN	DCN	359	Homo sapiens	1:Experimental evidence at protein level	Decorin	1.0	0.9939	3	9	5	9	2	3	2	2	1	2	1	1	2	3	2	2	3666666.0	3195081.0	2870567.2	2833519.8	1625419.1	1405036.8	1551583.2	1261043.5	
sp|P07602|SAP_HUMAN	P07602	SAP_HUMAN	PSAP	524	Homo sapiens	1:Experimental evidence at protein level	Prosaposin	0.784	0.9902	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	880143.3	692735.3	986826.1	655625.0	0.0	0.0	0.0	0.0	
sp|P07711|CATL1_HUMAN	P07711	CATL1_HUMAN	CTSL	333	Homo sapiens	1:Experimental evidence at protein level	Procathepsin L	1.0	0.9989	6	13	7	13	2	4	2	5	1	2	1	3	2	4	2	5	3564207.2	4303628.0	3786319.2	3845104.2	1416559.0	2376763.5	1866234.1	2434273.8	
sp|P07737|PROF1_HUMAN	P07737	PROF1_HUMAN	PFN1	140	Homo sapiens	1:Experimental evidence at protein level	Profilin-1	1.0	0.999	3	3	3	3	2	0	1	0	2	0	1	0	2	0	1	0	4786950.5	281081.34	5724168.0	259382.64	3554124.8	0.0	4238296.5	0.0	
sp|P07858|CATB_HUMAN	P07858	CATB_HUMAN	CTSB	339	Homo sapiens	1:Experimental evidence at protein level	Cathepsin B	1.0	0.9916	4	8	8	8	4	1	2	1	4	1	2	1	4	1	2	1	2686965.0	3207467.5	2699215.2	3394755.5	1399357.0	1630175.9	1526139.1	1485041.2	
sp|P07900|HS90A_HUMAN	P07900	HS90A_HUMAN	HSP90AA1	732	Homo sapiens	1:Experimental evidence at protein level	Heat shock protein HSP 90-alpha	1.0	0.9988	10	10	8	23	5	1	3	1	3	1	3	1	8	4	7	4	4657031.5	2891921.5	5845682.5	2754863.0	1867684.4	1164628.1	2402329.5	1109533.1	
sp|P08123|CO1A2_HUMAN	P08123	CO1A2_HUMAN	COL1A2	1366	Homo sapiens	1:Experimental evidence at protein level	Collagen alpha-2(I) chain	1.0	0.999	4	9	9	9	4	2	0	3	4	2	0	3	4	2	0	3	4329856.0	3015297.0	3000028.5	3206113.0	1801400.5	1716029.1	1540631.1	1746434.9	
sp|P08185|CBG_HUMAN	P08185	CBG_HUMAN	SERPINA6	405	Homo sapiens	1:Experimental evidence at protein level	Corticosteroid-binding globulin	1.0	0.999	10	29	29	29	8	8	7	6	8	8	7	6	8	8	7	6	2.1260296E7	1.4058304E7	1.403665E7	1.2657307E7	6721186.5	6811677.0	5765813.0	6611204.5	
sp|P08195|4F2_HUMAN	P08195	4F2_HUMAN	SLC3A2	630	Homo sapiens	1:Experimental evidence at protein level	Amino acid transporter heavy chain SLC3A2	0.5254	0.9686	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	350702.4	321398.7	341541.47	291644.22	0.0	0.0	0.0	0.0	
sp|P08238|HS90B_HUMAN	P08238	HS90B_HUMAN	HSP90AB1	724	Homo sapiens	1:Experimental evidence at protein level	Heat shock protein HSP 90-beta	1.0	0.999	10	27	5	27	7	5	10	5	2	0	3	0	7	5	10	5	1.3890502E7	5045616.5	1.95418E7	5133950.0	5377050.5	2672814.5	8307205.5	2683773.8	
sp|P08253|MMP2_HUMAN	P08253	MMP2_HUMAN	MMP2	660	Homo sapiens	1:Experimental evidence at protein level	72 kDa type IV collagenase	1.0	0.9988	11	33	30	33	12	7	6	8	11	7	5	7	12	7	6	8	4815180.5	4296609.0	3991641.5	4630537.0	1932002.1	1784119.4	1816019.2	1840880.8	
sp|P08294|SODE_HUMAN	P08294	SODE_HUMAN	SOD3	240	Homo sapiens	1:Experimental evidence at protein level	Extracellular superoxide dismutase [Cu-Zn]	1.0	0.999	6	30	30	30	8	7	8	7	8	7	8	7	8	7	8	7	4.6709196E7	4.6175372E7	4.465684E7	4.1419656E7	1.710184E7	1.7257762E7	1.6226956E7	1.6625632E7	
sp|P08571|CD14_HUMAN	P08571	CD14_HUMAN	CD14	375	Homo sapiens	1:Experimental evidence at protein level	Monocyte differentiation antigen CD14	1.0	0.999	8	27	27	27	9	5	7	6	9	5	7	6	9	5	7	6	2.4941884E7	1.978138E7	2.3054618E7	2.075021E7	1.0062283E7	8383074.0	1.0001296E7	8639668.0	
sp|P08603|CFAH_HUMAN	P08603	CFAH_HUMAN	CFH	1231	Homo sapiens	1:Experimental evidence at protein level	Complement factor H	1.0	0.999	17	76	65	76	21	18	18	19	18	15	15	17	21	18	18	19	3.2359114E7	3.8104988E7	2.8918944E7	3.6028908E7	1.2834934E7	1.2857793E7	1.2558299E7	1.3127354E7	
sp|P08697|A2AP_HUMAN	P08697	A2AP_HUMAN	SERPINF2	491	Homo sapiens	1:Experimental evidence at protein level	Alpha-2-antiplasmin	1.0	0.999	8	19	19	19	6	4	5	4	6	4	5	4	6	4	5	4	7951916.0	8059800.5	8394882.0	7326100.0	3303247.0	3190494.5	3441912.2	2692352.0	
sp|P08727|K1C19_HUMAN	P08727	K1C19_HUMAN	KRT19	400	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 19	1.0	0.999	3	4	4	6	2	0	2	0	2	0	2	0	3	0	3	0	1368175.6	632508.9	1896297.8	749628.1	760159.5	356962.4	1037702.9	422759.1	
sp|P08758|ANXA5_HUMAN	P08758	ANXA5_HUMAN	ANXA5	320	Homo sapiens	1:Experimental evidence at protein level	Annexin A5	0.6761	0.9831	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	232174.61	70406.28	462339.28	0.0	0.0	0.0	0.0	0.0	
sp|P09104|ENOG_HUMAN	P09104	ENOG_HUMAN	ENO2	434	Homo sapiens	1:Experimental evidence at protein level	Gamma-enolase	1.0	0.9986	5	6	6	8	3	1	0	2	3	1	0	2	4	1	1	2	1801594.0	1694246.8	1696264.4	1392823.9	740622.3	798174.56	659557.4	792120.9	
sp|P09211|GSTP1_HUMAN	P09211	GSTP1_HUMAN	GSTP1	210	Homo sapiens	1:Experimental evidence at protein level	Glutathione S-transferase P	0.9993	0.979	2	2	2	2	1	0	1	0	1	0	1	0	1	0	1	0	1510982.0	736798.0	1221141.0	870715.6	853964.8	416196.03	689661.1	483812.75	
sp|P09382|LEG1_HUMAN	P09382	LEG1_HUMAN	LGALS1	135	Homo sapiens	1:Experimental evidence at protein level	Galectin-1	1.0	0.999	2	5	5	5	2	1	1	1	2	1	1	1	2	1	1	1	2211199.5	758703.4	2077368.6	823205.0	1600259.6	0.0	1517228.5	0.0	
sp|P09486|SPRC_HUMAN	P09486	SPRC_HUMAN	SPARC	303	Homo sapiens	1:Experimental evidence at protein level	SPARC	1.0	0.999	4	17	17	17	5	4	4	4	5	4	4	4	5	4	4	4	1.2733464E7	1.2303686E7	1.47609E7	1.148982E7	5150837.0	5013717.5	5615524.5	4307866.5	
