Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	ALS_4_T1_1 Spectral Count	ALS_4_T2_2 Spectral Count	ALS_4_T3_3 Spectral Count	ALS_4_T4_4 Spectral Count	ALS_4_T1_1 Unique Spectral Count	ALS_4_T2_2 Unique Spectral Count	ALS_4_T3_3 Unique Spectral Count	ALS_4_T4_4 Unique Spectral Count	ALS_4_T1_1 Total Spectral Count	ALS_4_T2_2 Total Spectral Count	ALS_4_T3_3 Total Spectral Count	ALS_4_T4_4 Total Spectral Count	ALS_4_T1_1 Intensity	ALS_4_T2_2 Intensity	ALS_4_T3_3 Intensity	ALS_4_T4_4 Intensity	ALS_4_T1_1 MaxLFQ Intensity	ALS_4_T2_2 MaxLFQ Intensity	ALS_4_T3_3 MaxLFQ Intensity	ALS_4_T4_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|P04264|K2C1_HUMAN	P04264	K2C1_HUMAN	KRT1	644	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 1	1.0	0.9986	7	7	5	7	7	0	0	0	5	0	0	0	7	0	0	0	1840931.5	785081.06	865219.8	757297.75	1263752.1	538317.94	540458.0	456975.88	
sp|P04278|SHBG_HUMAN	P04278	SHBG_HUMAN	SHBG	402	Homo sapiens	1:Experimental evidence at protein level	Sex hormone-binding globulin	1.0	0.9954	2	3	3	3	1	0	0	2	1	0	0	2	1	0	0	2	829190.25	193011.0	0.0	967424.56	439534.47	0.0	0.0	509619.56	
sp|P04406|G3P_HUMAN	P04406	G3P_HUMAN	GAPDH	335	Homo sapiens	1:Experimental evidence at protein level	Glyceraldehyde-3-phosphate dehydrogenase	1.0	0.9989	6	13	11	13	4	3	1	5	4	2	1	4	4	3	1	5	1.4870784E7	5781208.0	6810685.0	1.3098514E7	5280861.0	4138960.8	4589516.5	5022208.0	
sp|P04792|HSPB1_HUMAN	P04792	HSPB1_HUMAN	HSPB1	205	Homo sapiens	1:Experimental evidence at protein level	Heat shock protein beta-1	1.0	0.9982	2	3	3	3	2	0	0	1	2	0	0	1	2	0	0	1	1128107.0	361707.56	442200.7	1074888.9	622210.7	197209.34	0.0	591258.25	
sp|P04843|RPN1_HUMAN	P04843	RPN1_HUMAN	RPN1	607	Homo sapiens	1:Experimental evidence at protein level	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	0.6047	0.9806	1	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	413115.28	0.0	0.0	447590.53	0.0	0.0	0.0	0.0	
sp|P04908|H2A1B_HUMAN	P04908	H2A1B_HUMAN	H2AC4	130	Homo sapiens	1:Experimental evidence at protein level	Histone H2A type 1-B/E	0.9998	0.997	2	8	0	8	2	2	2	2	0	0	0	0	2	2	2	2	2.4464408E7	7507241.0	1.2367933E7	2.71824E7	1.4594085E7	4937664.5	8180552.0	1.8562456E7	sp|P0C0S5|H2AZ_HUMAN, sp|P0C0S8|H2A1_HUMAN, sp|P16104|H2AX_HUMAN, sp|P20671|H2A1D_HUMAN, sp|Q16777|H2A2C_HUMAN, sp|Q6FI13|H2A2A_HUMAN, sp|Q71UI9|H2AV_HUMAN, sp|Q7L7L0|H2A3_HUMAN, sp|Q93077|H2A1C_HUMAN, sp|Q96KK5|H2A1H_HUMAN, sp|Q96QV6|H2A1A_HUMAN, sp|Q99878|H2A1J_HUMAN, sp|Q9BTM1|H2AJ_HUMAN
sp|P05060|SCG1_HUMAN	P05060	SCG1_HUMAN	CHGB	677	Homo sapiens	1:Experimental evidence at protein level	Secretogranin-1	1.0	0.999	33	118	118	118	30	36	22	30	30	36	22	30	30	36	22	30	1.12771096E8	9.6974288E7	6.3450744E7	7.942976E7	3.6264124E7	4.4271316E7	3.4127348E7	2.818369E7	
sp|P05062|ALDOB_HUMAN	P05062	ALDOB_HUMAN	ALDOB	364	Homo sapiens	1:Experimental evidence at protein level	Fructose-bisphosphate aldolase B	0.9985	0.9961	2	2	2	6	1	0	0	1	1	0	0	1	2	1	1	2	721001.44	443794.06	740120.8	410933.06	0.0	0.0	0.0	0.0	
sp|P05067|A4_HUMAN	P05067	A4_HUMAN	APP	770	Homo sapiens	1:Experimental evidence at protein level	Amyloid-beta precursor protein	1.0	0.999	16	78	70	78	21	20	18	19	19	18	16	17	21	20	18	19	1.9970024E7	2.4578512E7	2.2096272E7	1.3076451E7	8662169.0	1.3477593E7	8913171.0	6155594.0	
sp|P05090|APOD_HUMAN	P05090	APOD_HUMAN	APOD	189	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein D	1.0	0.999	6	21	21	21	6	5	4	6	6	5	4	6	6	5	4	6	3.42733472E8	6.6714624E8	4.48764704E8	7.6163366E8	2.38581344E8	2.870152E8	1.74259136E8	3.56003744E8	
sp|P05141|ADT2_HUMAN	P05141	ADT2_HUMAN	SLC25A5	298	Homo sapiens	1:Experimental evidence at protein level	ADP/ATP translocase 2	0.9999	0.9843	2	4	1	4	1	0	1	2	0	0	0	1	1	0	1	2	1029028.25	267412.9	772890.1	1400082.0	795728.3	0.0	593454.06	1021460.4	
sp|P05155|IC1_HUMAN	P05155	IC1_HUMAN	SERPING1	500	Homo sapiens	1:Experimental evidence at protein level	Plasma protease C1 inhibitor	1.0	0.999	10	44	44	44	9	11	12	12	9	11	12	12	9	11	12	12	5575224.5	1.691692E7	1.733304E7	1.9258976E7	2502725.8	7609597.5	8556841.0	8874547.0	
sp|P05156|CFAI_HUMAN	P05156	CFAI_HUMAN	CFI	583	Homo sapiens	1:Experimental evidence at protein level	Complement factor I	1.0	0.999	7	22	22	22	5	5	6	6	5	5	6	6	5	5	6	6	1.0432312E7	1.3119898E7	1.5238454E7	1.4753896E7	3771913.5	5088620.0	7195565.0	5815240.0	
sp|P05387|RLA2_HUMAN	P05387	RLA2_HUMAN	RPLP2	115	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein P2	1.0	0.9949	2	4	4	4	1	0	1	2	1	0	1	2	1	0	1	2	1085820.8	560742.6	832533.94	1072508.6	847768.6	425046.97	561234.4	910687.0	
sp|P05388|RLA0_HUMAN	P05388	RLA0_HUMAN	RPLP0	317	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL10	0.5829	0.9788	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P05408|7B2_HUMAN	P05408	7B2_HUMAN	SCG5	212	Homo sapiens	1:Experimental evidence at protein level	Neuroendocrine protein 7B2	1.0	0.9983	6	15	15	15	5	5	1	4	5	5	1	4	5	5	1	4	3.5248772E7	3.5618716E7	1.5360552E7	2.9027538E7	1.7052594E7	2.067143E7	9386958.0	1.5028596E7	
sp|P05452|TETN_HUMAN	P05452	TETN_HUMAN	CLEC3B	202	Homo sapiens	1:Experimental evidence at protein level	Tetranectin	1.0	0.999	3	16	16	16	4	4	4	4	4	4	4	4	4	4	4	4	3.3500712E7	2.7096268E7	3.3836672E7	3.159178E7	1.6575176E7	1.2451277E7	1.535515E7	1.6677851E7	
sp|P05543|THBG_HUMAN	P05543	THBG_HUMAN	SERPINA7	415	Homo sapiens	1:Experimental evidence at protein level	Thyroxine-binding globulin	1.0	0.999	13	31	31	31	7	8	5	11	7	8	5	11	7	8	5	11	8593428.0	6414466.5	1.0046895E7	9609569.0	4303510.0	3746645.0	4797770.0	5852509.0	
sp|P05546|HEP2_HUMAN	P05546	HEP2_HUMAN	SERPIND1	499	Homo sapiens	1:Experimental evidence at protein level	Heparin cofactor 2	1.0	0.999	15	44	44	44	11	11	9	13	11	11	9	13	11	11	9	13	1.9268854E7	1.4218015E7	2.336372E7	1.809232E7	7541296.0	7590080.5	1.0339824E7	7223178.0	
sp|P05783|K1C18_HUMAN	P05783	K1C18_HUMAN	KRT18	430	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 18	1.0	0.999	5	10	7	10	5	0	1	4	4	0	0	3	5	0	1	4	4044840.0	1495137.4	2612157.2	4222765.5	1574019.8	579226.6	1116612.0	1608434.6	
sp|P05787|K2C8_HUMAN	P05787	K2C8_HUMAN	KRT8	483	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 8	1.0	0.9989	12	22	16	22	7	4	4	7	6	3	2	5	7	4	4	7	7391035.0	2319388.2	3310820.5	8001139.0	3177279.0	1182584.4	1973000.2	2764062.5	
sp|P05976|MYL1_HUMAN	P05976	MYL1_HUMAN	MYL1	194	Homo sapiens	1:Experimental evidence at protein level	Myosin light chain 1/3, skeletal muscle isoform	0.753	0.9902	1	2	0	2	1	0	0	1	0	0	0	0	1	0	0	1	720264.1	397975.9	640485.4	631868.5	0.0	0.0	0.0	0.0	sp|P12829|MYL4_HUMAN
sp|P06310|KV230_HUMAN	P06310	KV230_HUMAN	IGKV2-30	120	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 2-30	0.9901	0.9752	2	1	1	5	0	0	0	1	0	0	0	1	1	1	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P06312|KV401_HUMAN	P06312	KV401_HUMAN	IGKV4-1	121	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 4-1	1.0	0.9982	3	8	8	8	2	2	0	4	2	2	0	4	2	2	0	4	4929905.0	5604623.0	4130029.0	4702052.5	2157633.2	2608175.0	2640184.5	2205663.2	
sp|P06396|GELS_HUMAN	P06396	GELS_HUMAN	GSN	782	Homo sapiens	1:Experimental evidence at protein level	Gelsolin	1.0	0.999	37	168	168	168	42	40	39	47	42	40	39	47	42	40	39	47	1.26404688E8	1.5089616E8	1.93295008E8	1.40736464E8	6.140116E7	6.2750192E7	6.0456396E7	6.3523252E7	
sp|P06681|CO2_HUMAN	P06681	CO2_HUMAN	C2	752	Homo sapiens	1:Experimental evidence at protein level	Complement C2	1.0	0.9989	11	23	23	23	6	5	4	8	6	5	4	8	6	5	4	8	4391765.0	4367809.0	4849558.5	5726328.0	2129543.2	1988338.1	2002153.8	2848743.0	
sp|P06703|S10A6_HUMAN	P06703	S10A6_HUMAN	S100A6	90	Homo sapiens	1:Experimental evidence at protein level	Protein S100-A6	1.0	0.9919	2	6	6	6	1	2	2	1	1	2	2	1	1	2	2	1	2057448.4	1450020.2	2220708.8	1636996.1	0.0	914699.4	1378518.8	0.0	
sp|P06727|APOA4_HUMAN	P06727	APOA4_HUMAN	APOA4	396	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein A-IV	1.0	0.999	31	130	130	130	34	35	25	36	34	35	25	36	34	35	25	36	7.2980552E7	4.858064E7	5.0708948E7	7.1292952E7	2.4253228E7	2.5517432E7	2.0126796E7	2.7311464E7	
sp|P06733|ENOA_HUMAN	P06733	ENOA_HUMAN	ENO1	434	Homo sapiens	1:Experimental evidence at protein level	Alpha-enolase	1.0	0.9988	9	18	17	18	3	4	4	7	3	4	4	6	3	4	4	7	6431984.5	3931627.5	5186883.0	5813236.0	2333250.0	1985976.4	2825390.8	2475751.5	
sp|P06748|NPM_HUMAN	P06748	NPM_HUMAN	NPM1	294	Homo sapiens	1:Experimental evidence at protein level	Nucleophosmin	0.8427	0.9944	1	3	3	3	1	0	1	1	1	0	1	1	1	0	1	1	1862857.9	1279477.1	0.0	1598638.0	0.0	0.0	0.0	0.0	
sp|P07108|ACBP_HUMAN	P07108	ACBP_HUMAN	DBI	87	Homo sapiens	1:Experimental evidence at protein level	Acyl-CoA-binding protein	1.0	0.9966	2	8	8	8	1	3	3	1	1	3	3	1	1	3	3	1	4312832.5	4090667.0	4559912.5	4147991.2	2498059.2	2093324.2	2241875.5	2225539.2	
sp|P07195|LDHB_HUMAN	P07195	LDHB_HUMAN	LDHB	334	Homo sapiens	1:Experimental evidence at protein level	L-lactate dehydrogenase B chain	1.0	0.999	9	25	25	25	7	7	6	5	7	7	6	5	7	7	6	5	6825956.5	5619752.0	6960771.0	5695437.5	2808066.0	2211993.8	2581357.8	2271059.2	
sp|P07225|PROS_HUMAN	P07225	PROS_HUMAN	PROS1	676	Homo sapiens	1:Experimental evidence at protein level	Vitamin K-dependent protein S	1.0	0.999	10	37	37	37	9	9	7	12	9	9	7	12	9	9	7	12	1.2159064E7	1.0769539E7	8934025.0	1.5361599E7	4848432.5	5156692.0	5258336.0	6165988.0	
sp|P07333|CSF1R_HUMAN	P07333	CSF1R_HUMAN	CSF1R	972	Homo sapiens	1:Experimental evidence at protein level	Macrophage colony-stimulating factor 1 receptor	1.0	0.9989	6	14	14	14	5	4	1	4	5	4	1	4	5	4	1	4	5157812.5	5618173.5	6066731.5	5165628.5	2331945.0	2596371.0	2327957.2	2493643.5	
sp|P07339|CATD_HUMAN	P07339	CATD_HUMAN	CTSD	412	Homo sapiens	1:Experimental evidence at protein level	Cathepsin D	1.0	0.999	11	45	45	45	12	12	10	11	12	12	10	11	12	12	10	11	1.739756E7	1.4814199E7	1.3708985E7	1.5248059E7	6542711.0	6632376.0	6465165.5	6384413.0	
sp|P07357|CO8A_HUMAN	P07357	CO8A_HUMAN	C8A	584	Homo sapiens	1:Experimental evidence at protein level	Complement component C8 alpha chain	1.0	0.999	5	17	17	17	5	4	3	5	5	4	3	5	5	4	3	5	3904018.8	5012571.0	6570162.0	5431291.5	2288561.5	2767346.0	2500645.8	2963721.2	
sp|P07358|CO8B_HUMAN	P07358	CO8B_HUMAN	C8B	591	Homo sapiens	1:Experimental evidence at protein level	Complement component C8 beta chain	1.0	0.999	7	18	18	18	5	5	3	5	5	5	3	5	5	5	3	5	2353488.2	2218444.5	3020107.0	2571880.2	936032.3	816804.6	1160168.5	1082303.1	
sp|P07360|CO8G_HUMAN	P07360	CO8G_HUMAN	C8G	202	Homo sapiens	1:Experimental evidence at protein level	Complement component C8 gamma chain	1.0	0.999	6	15	15	15	2	4	4	5	2	4	4	5	2	4	4	5	4032086.5	3987347.5	6056402.0	4563557.0	1595070.5	1533768.2	1887901.0	1879012.6	
sp|P07437|TBB5_HUMAN	P07437	TBB5_HUMAN	TUBB	444	Homo sapiens	1:Experimental evidence at protein level	Tubulin beta chain	1.0	0.9989	4	7	1	7	3	1	1	2	1	0	0	0	3	1	1	2	5248163.5	1060727.0	2755307.2	4319739.5	2666188.2	698545.25	1409866.9	1777486.8	
sp|P07711|CATL1_HUMAN	P07711	CATL1_HUMAN	CTSL	333	Homo sapiens	1:Experimental evidence at protein level	Procathepsin L	1.0	0.9987	4	11	6	11	4	3	2	2	2	1	2	1	4	3	2	2	1838446.5	3064320.0	3050720.2	1587070.0	961963.3	1523107.1	963894.75	736477.7	
sp|P07858|CATB_HUMAN	P07858	CATB_HUMAN	CTSB	339	Homo sapiens	1:Experimental evidence at protein level	Cathepsin B	1.0	0.9908	4	7	7	7	3	1	0	3	3	1	0	3	3	1	0	3	1935848.6	2300469.0	1901077.4	1897523.4	899553.0	1058991.1	842604.25	884587.56	
sp|P07900|HS90A_HUMAN	P07900	HS90A_HUMAN	HSP90AA1	732	Homo sapiens	1:Experimental evidence at protein level	Heat shock protein HSP 90-alpha	1.0	0.9987	9	9	7	17	4	0	2	3	3	0	2	2	6	1	4	6	4447673.0	2059633.0	3476219.5	4550220.0	1874554.0	839443.2	1408265.2	1943713.1	
sp|P08123|CO1A2_HUMAN	P08123	CO1A2_HUMAN	COL1A2	1366	Homo sapiens	1:Experimental evidence at protein level	Collagen alpha-2(I) chain	1.0	0.9989	4	9	9	9	2	3	1	3	2	3	1	3	2	3	1	3	2550351.2	1898911.5	2268665.2	2442449.0	1268502.9	1094170.2	1241799.4	1193715.6	
sp|P08185|CBG_HUMAN	P08185	CBG_HUMAN	SERPINA6	405	Homo sapiens	1:Experimental evidence at protein level	Corticosteroid-binding globulin	1.0	0.999	11	31	31	31	8	8	7	8	8	8	7	8	8	8	7	8	7702291.0	8269415.0	1.3479898E7	1.0409124E7	3538517.5	3610850.2	4691991.5	4810534.5	
sp|P08195|4F2_HUMAN	P08195	4F2_HUMAN	SLC3A2	630	Homo sapiens	1:Experimental evidence at protein level	Amino acid transporter heavy chain SLC3A2	0.5691	0.9776	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	279519.22	222768.5	313048.72	338577.4	0.0	0.0	0.0	0.0	
sp|P08238|HS90B_HUMAN	P08238	HS90B_HUMAN	HSP90AB1	724	Homo sapiens	1:Experimental evidence at protein level	Heat shock protein HSP 90-beta	1.0	0.9988	10	24	6	24	7	3	6	8	2	1	1	2	7	3	6	8	1.2646428E7	4530735.5	7062751.0	1.2571571E7	5582890.0	2255452.0	3746924.5	5049351.5	
sp|P08253|MMP2_HUMAN	P08253	MMP2_HUMAN	MMP2	660	Homo sapiens	1:Experimental evidence at protein level	72 kDa type IV collagenase	1.0	0.9989	12	41	39	41	10	10	10	11	9	10	10	10	10	10	10	11	3106366.8	4356161.5	6454840.0	4403140.0	1450128.1	1791828.0	2881859.8	1741176.6	
sp|P08294|SODE_HUMAN	P08294	SODE_HUMAN	SOD3	240	Homo sapiens	1:Experimental evidence at protein level	Extracellular superoxide dismutase [Cu-Zn]	1.0	0.999	4	23	23	23	6	5	6	6	6	5	6	6	6	5	6	6	1.719343E7	1.7477716E7	2.087994E7	1.5438681E7	6460286.0	7786377.0	9263878.0	6065969.5	
sp|P08571|CD14_HUMAN	P08571	CD14_HUMAN	CD14	375	Homo sapiens	1:Experimental evidence at protein level	Monocyte differentiation antigen CD14	1.0	0.999	10	27	27	27	7	6	4	10	7	6	4	10	7	6	4	10	1.687008E7	1.7449546E7	2.8692682E7	2.2151688E7	8731984.0	8435692.0	8445921.0	1.1275665E7	
sp|P08603|CFAH_HUMAN	P08603	CFAH_HUMAN	CFH	1231	Homo sapiens	1:Experimental evidence at protein level	Complement factor H	1.0	0.999	18	80	68	80	22	21	15	22	19	18	13	18	22	21	15	22	3.2678468E7	2.8234968E7	2.6791144E7	3.304272E7	1.1620165E7	1.1640785E7	1.1168317E7	1.3349481E7	
sp|P08637|FCG3A_HUMAN	P08637	FCG3A_HUMAN	FCGR3A	254	Homo sapiens	1:Experimental evidence at protein level	Low affinity immunoglobulin gamma Fc region receptor III-A	1.0	0.9945	2	5	2	5	2	2	0	1	1	1	0	0	2	2	0	1	734412.6	890545.9	300799.94	416763.66	407873.1	509261.88	0.0	0.0	
sp|P08670|VIME_HUMAN	P08670	VIME_HUMAN	VIM	466	Homo sapiens	1:Experimental evidence at protein level	Vimentin	0.9011	0.9887	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	248341.25	64310.117	247244.75	436914.0	0.0	0.0	0.0	0.0	
sp|P08697|A2AP_HUMAN	P08697	A2AP_HUMAN	SERPINF2	491	Homo sapiens	1:Experimental evidence at protein level	Alpha-2-antiplasmin	1.0	0.999	9	26	26	26	6	8	4	8	6	8	4	8	6	8	4	8	7979048.0	7802095.5	6140624.5	8329676.5	2587393.0	3548342.5	2941797.8	3335011.8	
sp|P08727|K1C19_HUMAN	P08727	K1C19_HUMAN	KRT19	400	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 19	1.0	0.9988	4	6	4	9	3	0	0	3	2	0	0	2	4	0	1	4	2203055.5	840274.4	1751614.8	2194032.8	1012413.8	365263.72	791544.75	893186.1	
sp|P09104|ENOG_HUMAN	P09104	ENOG_HUMAN	ENO2	434	Homo sapiens	1:Experimental evidence at protein level	Gamma-enolase	0.9999	0.988	3	2	2	3	1	0	1	0	1	0	1	0	1	0	1	1	787069.0	1086640.5	1580464.2	489394.6	488191.72	666918.6	856311.6	303795.34	
sp|P09382|LEG1_HUMAN	P09382	LEG1_HUMAN	LGALS1	135	Homo sapiens	1:Experimental evidence at protein level	Galectin-1	0.7596	0.9905	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1253669.9	624149.4	833640.06	1569034.2	0.0	0.0	0.0	0.0	
sp|P09486|SPRC_HUMAN	P09486	SPRC_HUMAN	SPARC	303	Homo sapiens	1:Experimental evidence at protein level	SPARC	1.0	0.999	4	15	15	15	4	4	3	4	4	4	3	4	4	4	3	4	5032892.5	7134939.0	4810680.5	5001372.0	2062729.2	2903597.0	2390056.2	1776249.4	
sp|P09603|CSF1_HUMAN	P09603	CSF1_HUMAN	CSF1	554	Homo sapiens	1:Experimental evidence at protein level	Macrophage colony-stimulating factor 1	1.0	0.999	2	9	9	9	3	2	1	3	3	2	1	3	3	2	1	3	3780509.5	3362446.8	3218259.8	4195283.5	2330863.5	2256780.2	2218756.0	2443176.0	
sp|P09651|ROA1_HUMAN	P09651	ROA1_HUMAN	HNRNPA1	372	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein A1	1.0	0.999	3	5	0	5	1	2	0	2	0	0	0	0	1	2	0	2	3807032.8	2753251.2	3686472.0	3343146.2	1865717.0	1679128.8	2208442.2	1619746.9	
sp|P09871|C1S_HUMAN	P09871	C1S_HUMAN	C1S	688	Homo sapiens	1:Experimental evidence at protein level	Complement C1s subcomponent	1.0	0.999	15	59	55	59	14	17	14	14	13	16	13	13	14	17	14	14	2.3293892E7	2.503187E7	2.1140292E7	2.1230628E7	1.2284799E7	1.3561066E7	1.1370802E7	1.1242068E7	
sp|P09972|ALDOC_HUMAN	P09972	ALDOC_HUMAN	ALDOC	364	Homo sapiens	1:Experimental evidence at protein level	Fructose-bisphosphate aldolase C	1.0	0.999	8	15	15	19	6	4	2	3	6	4	2	3	7	5	3	4	2093692.8	2054600.8	2417577.5	2005645.4	1207833.6	1060950.2	990419.44	1092132.8	
sp|P0C0L4|CO4A_HUMAN	P0C0L4	CO4A_HUMAN	C4A	1744	Homo sapiens	1:Experimental evidence at protein level	Complement C4-A	1.0	0.999	63	10	10	297	3	2	2	3	3	2	2	3	74	72	75	76	1.3067392E7	1.6929612E7	1.9478032E7	1.2099805E7	5240296.5	6486736.5	8636430.0	4825650.0	
sp|P0C0L5|CO4B_HUMAN	P0C0L5	CO4B_HUMAN	C4B	1744	Homo sapiens	1:Experimental evidence at protein level	Complement C4-B	1.0	0.999	65	304	17	304	75	75	77	77	4	5	4	4	75	75	77	77	9.3167032E7	8.5625824E7	1.08638976E8	8.6338248E7	3.6839336E7	4.0131604E7	4.6470976E7	3.5671984E7	
sp|P0CG47|UBB_HUMAN	P0CG47	UBB_HUMAN	UBB	229	Homo sapiens	1:Experimental evidence at protein level	Polyubiquitin-B	1.0	0.999	4	12	0	12	3	4	2	3	0	0	0	0	3	4	2	3	4.5448312E7	2.9500152E7	3.3452672E7	4.2296872E7	2.0205536E7	1.4983066E7	1.1445072E7	1.9041146E7	sp|P0CG48|UBC_HUMAN, sp|P62979|RS27A_HUMAN, sp|P62987|RL40_HUMAN
sp|P0DMV8|HS71A_HUMAN	P0DMV8	HS71A_HUMAN	HSPA1A	641	Homo sapiens	1:Experimental evidence at protein level	Heat shock 70 kDa protein 1A	0.9977	0.9942	2	1	0	4	0	0	0	1	0	0	0	0	1	0	1	2	0.0	126354.56	0.0	614813.44	0.0	0.0	0.0	0.0	sp|P0DMV9|HS71B_HUMAN
sp|P0DOY2|IGLC2_HUMAN	P0DOY2	IGLC2_HUMAN	IGLC2	106	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda constant 2	0.9991	0.999	3	8	0	12	2	2	2	2	0	0	0	0	3	3	3	3	8.1821472E7	6.332758E7	3.7015244E7	8.433404E7	5.5209684E7	4.2616056E7	2.2852004E7	5.3540852E7	sp|P0DOY3|IGLC3_HUMAN
sp|P10153|RNAS2_HUMAN	P10153	RNAS2_HUMAN	RNASE2	161	Homo sapiens	1:Experimental evidence at protein level	Non-secretory ribonuclease	0.922	0.9974	1	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	622774.44	657058.5	820540.44	690181.56	0.0	0.0	0.0	0.0	
sp|P10412|H14_HUMAN	P10412	H14_HUMAN	H1-4	219	Homo sapiens	1:Experimental evidence at protein level	Histone H1.4	1.0	0.9985	2	6	0	6	2	1	1	2	0	0	0	0	2	1	1	2	4009053.0	1630997.6	2629226.5	3256429.2	2461574.2	907044.7	1513731.4	1999478.8	sp|P16402|H13_HUMAN, sp|P16403|H12_HUMAN
sp|P10451|OSTP_HUMAN	P10451	OSTP_HUMAN	SPP1	314	Homo sapiens	1:Experimental evidence at protein level	Osteopontin	1.0	0.999	10	32	32	32	9	9	6	8	9	9	6	8	9	9	6	8	6.483544E7	1.04071344E8	7.4405424E7	7.391484E7	3.2423E7	5.319396E7	3.9207044E7	3.3589304E7	
sp|P10599|THIO_HUMAN	P10599	THIO_HUMAN	TXN	105	Homo sapiens	1:Experimental evidence at protein level	Thioredoxin	1.0	0.999	2	6	6	6	2	2	1	1	2	2	1	1	2	2	1	1	1601743.9	1378659.8	1629934.0	1580149.1	912042.44	800450.5	925712.56	908427.4	
sp|P10606|COX5B_HUMAN	P10606	COX5B_HUMAN	COX5B	129	Homo sapiens	1:Experimental evidence at protein level	Cytochrome c oxidase subunit 5B, mitochondrial	0.587	0.9791	1	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	394672.0	85764.945	333651.9	368185.3	0.0	0.0	0.0	0.0	
sp|P10643|CO7_HUMAN	P10643	CO7_HUMAN	C7	843	Homo sapiens	1:Experimental evidence at protein level	Complement component C7	1.0	0.999	11	42	42	42	11	12	7	12	11	12	7	12	11	12	7	12	1.8877112E7	1.5698104E7	2.4980026E7	1.7597824E7	8550389.0	8280918.0	8713921.0	7879762.5	
sp|P10645|CMGA_HUMAN	P10645	CMGA_HUMAN	CHGA	457	Homo sapiens	1:Experimental evidence at protein level	Chromogranin-A	1.0	0.999	12	43	43	43	12	12	9	10	12	12	9	10	12	12	9	10	5.137814E7	4.7104736E7	4.0425652E7	4.5597976E7	2.294828E7	3.6738456E7	3.0002426E7	2.1417122E7	
sp|P10721|KIT_HUMAN	P10721	KIT_HUMAN	KIT	976	Homo sapiens	1:Experimental evidence at protein level	Mast/stem cell growth factor receptor Kit	0.6474	0.9838	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	366904.66	401183.88	457779.28	410811.53	0.0	0.0	0.0	0.0	
sp|P10809|CH60_HUMAN	P10809	CH60_HUMAN	HSPD1	573	Homo sapiens	1:Experimental evidence at protein level	60 kDa heat shock protein, mitochondrial	1.0	0.9983	7	14	14	14	5	2	3	4	5	2	3	4	5	2	3	4	4468039.0	1924156.5	2793580.5	4163441.2	2291146.2	985178.9	1610356.6	2140769.5	
sp|P10909|CLUS_HUMAN	P10909	CLUS_HUMAN	CLU	449	Homo sapiens	1:Experimental evidence at protein level	Clusterin	1.0	0.999	16	100	100	100	25	26	22	27	25	26	22	27	25	26	22	27	4.69677088E8	4.0173024E8	6.3809856E8	5.17454208E8	2.16112832E8	1.93842032E8	2.06424128E8	2.5685336E8	
sp|P11021|BIP_HUMAN	P11021	BIP_HUMAN	HSPA5	654	Homo sapiens	1:Experimental evidence at protein level	Endoplasmic reticulum chaperone BiP	1.0	0.9962	6	9	7	12	2	3	1	3	2	2	0	3	3	3	2	4	2208104.8	1400295.2	2279076.8	1902624.2	951621.3	743167.6	1174353.1	870671.44	
sp|P11142|HSP7C_HUMAN	P11142	HSP7C_HUMAN	HSPA8	646	Homo sapiens	1:Experimental evidence at protein level	Heat shock cognate 71 kDa protein	1.0	0.9988	9	22	14	22	6	4	5	7	4	2	3	5	6	4	5	7	7604221.0	3096109.2	4856349.5	7246623.5	4135282.5	1744387.8	2786889.2	4012899.5	
