Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	control_2_1 Spectral Count	control_2_1 Unique Spectral Count	control_2_1 Total Spectral Count	control_2_1 Intensity	Indistinguishable Proteins
sp|P36955|PEDF_HUMAN	P36955	PEDF_HUMAN	SERPINF1	418	Homo sapiens	1:Experimental evidence at protein level	Pigment epithelium-derived factor	1.0	0.999	19	23	23	23	23	23	23	6.9074616E7	
sp|P39060|COIA1_HUMAN	P39060	COIA1_HUMAN	COL18A1	1754	Homo sapiens	1:Experimental evidence at protein level	Collagen alpha-1(XVIII) chain	1.0	0.999	4	4	4	4	4	4	4	3857277.5	
sp|P40189|IL6RB_HUMAN	P40189	IL6RB_HUMAN	IL6ST	918	Homo sapiens	1:Experimental evidence at protein level	Interleukin-6 receptor subunit beta	1.0	0.9974	3	3	3	3	3	3	3	2226194.5	
sp|P40925|MDHC_HUMAN	P40925	MDHC_HUMAN	MDH1	334	Homo sapiens	1:Experimental evidence at protein level	Malate dehydrogenase, cytoplasmic	1.0	0.9981	3	3	3	3	3	3	3	1792337.1	
sp|P41222|PTGDS_HUMAN	P41222	PTGDS_HUMAN	PTGDS	190	Homo sapiens	1:Experimental evidence at protein level	Prostaglandin-H2 D-isomerase	1.0	0.999	7	9	9	9	9	9	9	1.9629225E9	
sp|P41271|NBL1_HUMAN	P41271	NBL1_HUMAN	NBL1	181	Homo sapiens	1:Experimental evidence at protein level	Neuroblastoma suppressor of tumorigenicity 1	0.6956	0.9762	1	1	1	1	1	1	1	4309363.0	
sp|P42785|PCP_HUMAN	P42785	PCP_HUMAN	PRCP	496	Homo sapiens	1:Experimental evidence at protein level	Lysosomal Pro-X carboxypeptidase	1.0	0.9708	4	4	4	4	4	4	4	2029611.6	
sp|P43121|MUC18_HUMAN	P43121	MUC18_HUMAN	MCAM	646	Homo sapiens	1:Experimental evidence at protein level	Cell surface glycoprotein MUC18	1.0	0.999	8	8	8	8	8	8	8	7157664.0	
sp|P43251|BTD_HUMAN	P43251	BTD_HUMAN	BTD	543	Homo sapiens	1:Experimental evidence at protein level	Biotinidase	1.0	0.9985	4	4	4	4	4	4	4	5281752.0	
sp|P43652|AFAM_HUMAN	P43652	AFAM_HUMAN	AFM	599	Homo sapiens	1:Experimental evidence at protein level	Afamin	1.0	0.999	11	12	12	12	12	12	12	1.0787386E7	
sp|P45877|PPIC_HUMAN	P45877	PPIC_HUMAN	PPIC	212	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase C	0.7944	0.9858	1	1	1	1	1	1	1	422799.25	
sp|P47972|NPTX2_HUMAN	P47972	NPTX2_HUMAN	NPTX2	431	Homo sapiens	1:Experimental evidence at protein level	Neuronal pentraxin-2	1.0	0.9983	3	3	3	3	3	3	3	1331408.8	
sp|P48058|GRIA4_HUMAN	P48058	GRIA4_HUMAN	GRIA4	902	Homo sapiens	1:Experimental evidence at protein level	Glutamate receptor 4	1.0	0.9988	3	3	3	3	3	3	3	1495639.9	
sp|P49908|SEPP1_HUMAN	P49908	SEPP1_HUMAN	SELENOP	381	Homo sapiens	1:Experimental evidence at protein level	Selenoprotein P	1.0	0.9981	2	2	2	2	2	2	2	1759984.9	
sp|P51693|APLP1_HUMAN	P51693	APLP1_HUMAN	APLP1	650	Homo sapiens	1:Experimental evidence at protein level	Amyloid beta precursor like protein 1	1.0	0.999	17	21	21	21	21	21	21	6.4873696E7	
sp|P51884|LUM_HUMAN	P51884	LUM_HUMAN	LUM	338	Homo sapiens	1:Experimental evidence at protein level	Lumican	1.0	0.999	5	5	5	5	5	5	5	9543661.0	
sp|P52799|EFNB2_HUMAN	P52799	EFNB2_HUMAN	EFNB2	333	Homo sapiens	1:Experimental evidence at protein level	Ephrin-B2	0.9205	0.9952	1	1	1	1	1	1	1	492686.72	
sp|P54289|CA2D1_HUMAN	P54289	CA2D1_HUMAN	CACNA2D1	1103	Homo sapiens	1:Experimental evidence at protein level	Voltage-dependent calcium channel subunit alpha-2/delta-1	1.0	0.9989	8	8	8	8	8	8	8	3177434.0	
sp|P54764|EPHA4_HUMAN	P54764	EPHA4_HUMAN	EPHA4	986	Homo sapiens	1:Experimental evidence at protein level	Ephrin type-A receptor 4	1.0	0.999	3	3	3	3	3	3	3	4836088.0	
sp|P55058|PLTP_HUMAN	P55058	PLTP_HUMAN	PLTP	493	Homo sapiens	1:Experimental evidence at protein level	Phospholipid transfer protein	1.0	0.999	10	13	13	13	13	13	13	9324120.0	
sp|P55083|MFAP4_HUMAN	P55083	MFAP4_HUMAN	MFAP4	255	Homo sapiens	1:Experimental evidence at protein level	Microfibril-associated glycoprotein 4	1.0	0.999	2	2	2	2	2	2	2	2646657.0	
sp|P55283|CADH4_HUMAN	P55283	CADH4_HUMAN	CDH4	916	Homo sapiens	1:Experimental evidence at protein level	Cadherin-4	1.0	0.9941	2	2	2	2	2	2	2	889000.1	
sp|P55290|CAD13_HUMAN	P55290	CAD13_HUMAN	CDH13	713	Homo sapiens	1:Experimental evidence at protein level	Cadherin-13	1.0	0.999	5	5	5	5	5	5	5	1.0025652E7	
sp|P60174|TPIS_HUMAN	P60174	TPIS_HUMAN	TPI1	249	Homo sapiens	1:Experimental evidence at protein level	Triosephosphate isomerase	1.0	0.9989	4	4	4	4	4	4	4	1936848.2	
sp|P60709|ACTB_HUMAN	P60709	ACTB_HUMAN	ACTB	375	Homo sapiens	1:Experimental evidence at protein level	Actin, cytoplasmic 1	1.0	0.9989	9	9	0	9	9	0	9	1.11002E7	sp|P63261|ACTG_HUMAN
sp|P61626|LYSC_HUMAN	P61626	LYSC_HUMAN	LYZ	148	Homo sapiens	1:Experimental evidence at protein level	Lysozyme C	1.0	0.9977	4	4	4	4	4	4	4	8322807.5	
sp|P61769|B2MG_HUMAN	P61769	B2MG_HUMAN	B2M	119	Homo sapiens	1:Experimental evidence at protein level	Beta-2-microglobulin	1.0	0.999	3	5	5	5	5	5	5	1.4474888E8	
sp|P61916|NPC2_HUMAN	P61916	NPC2_HUMAN	NPC2	151	Homo sapiens	1:Experimental evidence at protein level	NPC intracellular cholesterol transporter 2	1.0	0.9986	6	7	7	7	7	7	7	1.5842958E7	
sp|P61970|NTF2_HUMAN	P61970	NTF2_HUMAN	NUTF2	127	Homo sapiens	1:Experimental evidence at protein level	Nuclear transport factor 2	0.6174	0.9667	1	1	1	1	1	1	1	313243.0	
sp|P62328|TYB4_HUMAN	P62328	TYB4_HUMAN	TMSB4X	44	Homo sapiens	1:Experimental evidence at protein level	Thymosin beta-4	0.9957	0.9799	2	2	2	2	2	2	2	3353049.2	
sp|P62736|ACTA_HUMAN	P62736	ACTA_HUMAN	ACTA2	377	Homo sapiens	1:Experimental evidence at protein level	Actin, aortic smooth muscle	0.9969	0.9878	7	1	0	7	1	0	7	1164760.9	sp|P63267|ACTH_HUMAN, sp|P68032|ACTC_HUMAN, sp|P68133|ACTS_HUMAN
sp|P62805|H4_HUMAN	P62805	H4_HUMAN	H4C1	103	Homo sapiens	1:Experimental evidence at protein level	Histone H4	1.0	0.9989	5	5	5	5	5	5	5	7880405.5	
sp|P62937|PPIA_HUMAN	P62937	PPIA_HUMAN	PPIA	165	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase A	1.0	0.9977	3	3	3	3	3	3	3	2075519.8	
sp|P63104|1433Z_HUMAN	P63104	1433Z_HUMAN	YWHAZ	245	Homo sapiens	1:Experimental evidence at protein level	14-3-3 protein zeta/delta	0.9998	0.9986	2	2	2	2	2	2	2	823138.56	
sp|P68104|EF1A1_HUMAN	P68104	EF1A1_HUMAN	EEF1A1	462	Homo sapiens	1:Experimental evidence at protein level	Elongation factor 1-alpha 1	0.7498	0.9818	1	1	0	1	1	0	1	1934223.5	sp|Q05639|EF1A2_HUMAN, sp|Q5VTE0|EF1A3_HUMAN
sp|P68363|TBA1B_HUMAN	P68363	TBA1B_HUMAN	TUBA1B	451	Homo sapiens	1:Experimental evidence at protein level	Tubulin alpha-1B chain	1.0	0.9972	2	2	0	2	2	0	2	668258.1	sp|Q71U36|TBA1A_HUMAN, sp|Q9BQE3|TBA1C_HUMAN
sp|P68431|H31_HUMAN	P68431	H31_HUMAN	H3C1	136	Homo sapiens	1:Experimental evidence at protein level	Histone H3.1	0.9992	0.9916	2	2	0	2	2	0	2	5817396.0	sp|P84243|H33_HUMAN, sp|Q16695|H31T_HUMAN, sp|Q5TEC6|H37_HUMAN, sp|Q6NXT2|H3C_HUMAN, sp|Q71DI3|H32_HUMAN
sp|P68871|HBB_HUMAN	P68871	HBB_HUMAN	HBB	147	Homo sapiens	1:Experimental evidence at protein level	Hemoglobin subunit beta	1.0	0.9989	3	3	1	3	3	1	3	6302235.0	
sp|P69905|HBA_HUMAN	P69905	HBA_HUMAN	HBA2	142	Homo sapiens	1:Experimental evidence at protein level	Hemoglobin subunit alpha	0.588	0.9625	1	1	1	1	1	1	1	589456.44	
sp|P78324|SHPS1_HUMAN	P78324	SHPS1_HUMAN	SIRPA	504	Homo sapiens	1:Experimental evidence at protein level	Tyrosine-protein phosphatase non-receptor type substrate 1	1.0	0.999	8	8	2	8	8	2	8	1.5296926E7	
sp|P78509|RELN_HUMAN	P78509	RELN_HUMAN	RELN	3460	Homo sapiens	1:Experimental evidence at protein level	Reelin	1.0	0.9989	11	11	11	11	11	11	11	4201470.0	
sp|P80748|LV321_HUMAN	P80748	LV321_HUMAN	IGLV3-21	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda variable 3-21	1.0	0.999	2	2	1	2	2	1	2	1.1206979E7	
sp|P98160|PGBM_HUMAN	P98160	PGBM_HUMAN	HSPG2	4391	Homo sapiens	1:Experimental evidence at protein level	Basement membrane-specific heparan sulfate proteoglycan core protein	1.0	0.999	7	7	7	7	7	7	7	5204719.0	
sp|P99999|CYC_HUMAN	P99999	CYC_HUMAN	CYCS	105	Homo sapiens	1:Experimental evidence at protein level	Cytochrome c	0.9999	0.9983	2	2	1	2	2	1	2	1825947.5	
sp|Q01459|DIAC_HUMAN	Q01459	DIAC_HUMAN	CTBS	385	Homo sapiens	1:Experimental evidence at protein level	Di-N-acetylchitobiase	1.0	0.9989	2	2	2	2	2	2	2	905144.75	
sp|Q02246|CNTN2_HUMAN	Q02246	CNTN2_HUMAN	CNTN2	1040	Homo sapiens	1:Experimental evidence at protein level	Contactin-2	1.0	0.9989	13	13	13	13	13	13	13	5445367.0	
sp|Q02818|NUCB1_HUMAN	Q02818	NUCB1_HUMAN	NUCB1	461	Homo sapiens	1:Experimental evidence at protein level	Nucleobindin-1	0.9754	0.9986	1	1	1	1	1	1	1	625235.5	
sp|Q03591|FHR1_HUMAN	Q03591	FHR1_HUMAN	CFHR1	330	Homo sapiens	1:Experimental evidence at protein level	Complement factor H-related protein 1	0.9988	0.9955	3	1	0	4	1	0	4	649580.3	
sp|Q06481|APLP2_HUMAN	Q06481	APLP2_HUMAN	APLP2	763	Homo sapiens	1:Experimental evidence at protein level	Amyloid beta precursor like protein 2	1.0	0.9987	9	8	8	10	8	8	10	7630607.0	
sp|Q06828|FMOD_HUMAN	Q06828	FMOD_HUMAN	FMOD	376	Homo sapiens	1:Experimental evidence at protein level	Fibromodulin	0.9986	0.9865	2	2	2	2	2	2	2	1686486.8	
sp|Q06830|PRDX1_HUMAN	Q06830	PRDX1_HUMAN	PRDX1	199	Homo sapiens	1:Experimental evidence at protein level	Peroxiredoxin-1	1.0	0.9984	5	5	3	5	5	3	5	2322420.0	
sp|Q08380|LG3BP_HUMAN	Q08380	LG3BP_HUMAN	LGALS3BP	585	Homo sapiens	1:Experimental evidence at protein level	Galectin-3-binding protein	1.0	0.999	8	8	8	8	8	8	8	1.1305559E7	
sp|Q08629|TICN1_HUMAN	Q08629	TICN1_HUMAN	SPOCK1	439	Homo sapiens	1:Experimental evidence at protein level	Testican-1	1.0	0.9723	3	3	3	3	3	3	3	1084823.5	
sp|Q12805|FBLN3_HUMAN	Q12805	FBLN3_HUMAN	EFEMP1	493	Homo sapiens	1:Experimental evidence at protein level	EGF-containing fibulin-like extracellular matrix protein 1	1.0	0.999	6	8	8	8	8	8	8	1.809464E7	
sp|Q12841|FSTL1_HUMAN	Q12841	FSTL1_HUMAN	FSTL1	308	Homo sapiens	1:Experimental evidence at protein level	Follistatin-related protein 1	0.9998	0.9957	2	2	2	2	2	2	2	1213427.1	
sp|Q12860|CNTN1_HUMAN	Q12860	CNTN1_HUMAN	CNTN1	1018	Homo sapiens	1:Experimental evidence at protein level	Contactin-1	1.0	0.999	32	41	41	41	41	41	41	2.7532538E7	
sp|Q12907|LMAN2_HUMAN	Q12907	LMAN2_HUMAN	LMAN2	356	Homo sapiens	1:Experimental evidence at protein level	Vesicular integral-membrane protein VIP36	1.0	0.999	6	7	7	7	7	7	7	5613178.0	
sp|Q13228|SBP1_HUMAN	Q13228	SBP1_HUMAN	SELENBP1	472	Homo sapiens	1:Experimental evidence at protein level	Methanethiol oxidase	1.0	0.997	5	5	5	5	5	5	5	2111100.0	
sp|Q13315|ATM_HUMAN	Q13315	ATM_HUMAN	ATM	3056	Homo sapiens	1:Experimental evidence at protein level	Serine-protein kinase ATM	0.6962	0.9763	1	1	1	1	1	1	1	1.4087477E7	
sp|Q13332|PTPRS_HUMAN	Q13332	PTPRS_HUMAN	PTPRS	1948	Homo sapiens	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase S	1.0	0.9861	2	2	2	2	2	2	2	2230806.8	
sp|Q13449|LSAMP_HUMAN	Q13449	LSAMP_HUMAN	LSAMP	338	Homo sapiens	1:Experimental evidence at protein level	Limbic system-associated membrane protein	1.0	0.999	8	8	8	8	8	8	8	2.0871622E7	
sp|Q13508|NAR3_HUMAN	Q13508	NAR3_HUMAN	ART3	389	Homo sapiens	1:Experimental evidence at protein level	Ecto-ADP-ribosyltransferase 3	1.0	0.9981	3	3	3	3	3	3	3	2674900.5	
sp|Q13740|CD166_HUMAN	Q13740	CD166_HUMAN	ALCAM	583	Homo sapiens	1:Experimental evidence at protein level	CD166 antigen	1.0	0.9981	5	5	5	5	5	5	5	3979774.5	
sp|Q13822|ENPP2_HUMAN	Q13822	ENPP2_HUMAN	ENPP2	863	Homo sapiens	1:Experimental evidence at protein level	Autotaxin	1.0	0.999	15	19	19	19	19	19	19	3.12292E7	
sp|Q14112|NID2_HUMAN	Q14112	NID2_HUMAN	NID2	1375	Homo sapiens	1:Experimental evidence at protein level	Nidogen-2	0.8478	0.9901	1	1	1	1	1	1	1	373269.34	
sp|Q14118|DAG1_HUMAN	Q14118	DAG1_HUMAN	DAG1	895	Homo sapiens	1:Experimental evidence at protein level	Dystroglycan 1	1.0	0.999	7	8	8	8	8	8	8	9297287.0	
sp|Q14515|SPRL1_HUMAN	Q14515	SPRL1_HUMAN	SPARCL1	664	Homo sapiens	1:Experimental evidence at protein level	SPARC-like protein 1	1.0	0.999	20	27	27	27	27	27	27	3.2132994E7	
sp|Q14624|ITIH4_HUMAN	Q14624	ITIH4_HUMAN	ITIH4	930	Homo sapiens	1:Experimental evidence at protein level	Inter-alpha-trypsin inhibitor heavy chain H4	1.0	0.999	16	16	16	16	16	16	16	8040903.5	
sp|Q14982|OPCM_HUMAN	Q14982	OPCM_HUMAN	OPCML	345	Homo sapiens	1:Experimental evidence at protein level	Opioid-binding protein/cell adhesion molecule	1.0	0.999	5	2	2	5	2	2	5	4782323.5	
sp|Q15113|PCOC1_HUMAN	Q15113	PCOC1_HUMAN	PCOLCE	449	Homo sapiens	1:Experimental evidence at protein level	Procollagen C-endopeptidase enhancer 1	1.0	0.999	4	4	4	4	4	4	4	6318550.0	
sp|Q15223|NECT1_HUMAN	Q15223	NECT1_HUMAN	NECTIN1	517	Homo sapiens	1:Experimental evidence at protein level	Nectin-1	0.958	0.9976	1	1	1	1	1	1	1	323140.47	
sp|Q15582|BGH3_HUMAN	Q15582	BGH3_HUMAN	TGFBI	683	Homo sapiens	1:Experimental evidence at protein level	Transforming growth factor-beta-induced protein ig-h3	1.0	0.9967	5	5	5	5	5	5	5	2403825.5	
sp|Q15818|NPTX1_HUMAN	Q15818	NPTX1_HUMAN	NPTX1	432	Homo sapiens	1:Experimental evidence at protein level	Neuronal pentraxin-1	1.0	0.999	6	7	7	7	7	7	7	6126037.0	
sp|Q15904|VAS1_HUMAN	Q15904	VAS1_HUMAN	ATP6AP1	470	Homo sapiens	1:Experimental evidence at protein level	V-type proton ATPase subunit S1	1.0	0.999	6	6	6	6	6	6	6	7972859.0	
sp|Q16270|IBP7_HUMAN	Q16270	IBP7_HUMAN	IGFBP7	282	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor-binding protein 7	1.0	0.9989	4	4	4	4	4	4	4	1.6790686E7	
sp|Q16610|ECM1_HUMAN	Q16610	ECM1_HUMAN	ECM1	540	Homo sapiens	1:Experimental evidence at protein level	Extracellular matrix protein 1	1.0	0.9989	6	6	6	6	6	6	6	5365861.0	
sp|Q16769|QPCT_HUMAN	Q16769	QPCT_HUMAN	QPCT	361	Homo sapiens	1:Experimental evidence at protein level	Glutaminyl-peptide cyclotransferase	1.0	0.999	3	3	3	3	3	3	3	2825308.5	
sp|Q16849|PTPRN_HUMAN	Q16849	PTPRN_HUMAN	PTPRN	979	Homo sapiens	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase-like N	0.8124	0.9873	1	1	1	1	1	1	1	868936.8	
sp|Q24JP5|T132A_HUMAN	Q24JP5	T132A_HUMAN	TMEM132A	1023	Homo sapiens	1:Experimental evidence at protein level	Transmembrane protein 132A	0.978	0.9988	1	1	1	1	1	1	1	0.0	
sp|Q53EL9|SEZ6_HUMAN	Q53EL9	SEZ6_HUMAN	SEZ6	994	Homo sapiens	1:Experimental evidence at protein level	Seizure protein 6 homolog	1.0	0.9979	3	3	3	3	3	3	3	1233937.5	
sp|Q5FWE3|PRRT3_HUMAN	Q5FWE3	PRRT3_HUMAN	PRRT3	981	Homo sapiens	1:Experimental evidence at protein level	Proline-rich transmembrane protein 3	0.9995	0.9888	2	2	2	2	2	2	2	1368263.0	
sp|Q5KU26|COL12_HUMAN	Q5KU26	COL12_HUMAN	COLEC12	742	Homo sapiens	1:Experimental evidence at protein level	Collectin-12	0.7499	0.9818	1	1	1	1	1	1	1	887437.1	
sp|Q5T848|MGLYR_HUMAN	Q5T848	MGLYR_HUMAN	GPR158	1215	Homo sapiens	1:Experimental evidence at protein level	Metabotropic glycine receptor	0.9771	0.9987	1	1	1	1	1	1	1	859610.5	
sp|Q6MZW2|FSTL4_HUMAN	Q6MZW2	FSTL4_HUMAN	FSTL4	842	Homo sapiens	1:Experimental evidence at protein level	Follistatin-related protein 4	1.0	0.999	2	2	2	2	2	2	2	732947.75	
sp|Q6NW40|RGMB_HUMAN	Q6NW40	RGMB_HUMAN	RGMB	437	Homo sapiens	1:Experimental evidence at protein level	Repulsive guidance molecule B	0.8805	0.9925	1	1	1	1	1	1	1	478549.1	
sp|Q6UW01|CBLN3_HUMAN	Q6UW01	CBLN3_HUMAN	CBLN3	205	Homo sapiens	1:Experimental evidence at protein level	Cerebellin-3	0.9711	0.9983	1	1	1	1	1	1	1	567919.0	
sp|Q6UX71|PXDC2_HUMAN	Q6UX71	PXDC2_HUMAN	PLXDC2	529	Homo sapiens	1:Experimental evidence at protein level	Plexin domain-containing protein 2	1.0	0.9986	6	6	6	6	6	6	6	2673475.8	
sp|Q6UX73|CP089_HUMAN	Q6UX73	CP089_HUMAN	C16orf89	402	Homo sapiens	1:Experimental evidence at protein level	UPF0764 protein C16orf89	1.0	0.9988	6	6	6	6	6	6	6	3328182.2	
sp|Q6UXB8|PI16_HUMAN	Q6UXB8	PI16_HUMAN	PI16	463	Homo sapiens	1:Experimental evidence at protein level	Peptidase inhibitor 16	0.9761	0.9986	1	1	1	1	1	1	1	2293287.0	
sp|Q6UXD5|SE6L2_HUMAN	Q6UXD5	SE6L2_HUMAN	SEZ6L2	910	Homo sapiens	1:Experimental evidence at protein level	Seizure 6-like protein 2	1.0	0.9988	4	4	4	4	4	4	4	1493352.6	
sp|Q6ZMI3|GLDN_HUMAN	Q6ZMI3	GLDN_HUMAN	GLDN	551	Homo sapiens	1:Experimental evidence at protein level	Gliomedin	0.9658	0.9549	2	2	2	2	2	2	2	576140.6	
sp|Q7Z3B1|NEGR1_HUMAN	Q7Z3B1	NEGR1_HUMAN	NEGR1	354	Homo sapiens	1:Experimental evidence at protein level	Neuronal growth regulator 1	1.0	0.9988	6	6	6	6	6	6	6	1.0336275E7	
sp|Q7Z7M0|MEGF8_HUMAN	Q7Z7M0	MEGF8_HUMAN	MEGF8	2845	Homo sapiens	1:Experimental evidence at protein level	Multiple epidermal growth factor-like domains protein 8	1.0	0.999	9	10	10	10	10	10	10	2541447.8	
sp|Q86UD1|OAF_HUMAN	Q86UD1	OAF_HUMAN	OAF	273	Homo sapiens	1:Experimental evidence at protein level	Out at first protein homolog	0.8356	0.9892	1	1	1	1	1	1	1	325644.8	
sp|Q86UN3|R4RL2_HUMAN	Q86UN3	R4RL2_HUMAN	RTN4RL2	420	Homo sapiens	1:Experimental evidence at protein level	Reticulon-4 receptor-like 2	0.6335	0.9688	1	1	1	1	1	1	1	727284.0	
sp|Q86UX2|ITIH5_HUMAN	Q86UX2	ITIH5_HUMAN	ITIH5	942	Homo sapiens	1:Experimental evidence at protein level	Inter-alpha-trypsin inhibitor heavy chain H5	0.7276	0.9796	1	1	1	1	1	1	1	467358.47	
sp|Q86Y38|XYLT1_HUMAN	Q86Y38	XYLT1_HUMAN	XYLT1	959	Homo sapiens	1:Experimental evidence at protein level	Xylosyltransferase 1	0.8251	0.9883	1	1	1	1	1	1	1	621947.7	
sp|Q8IUK5|PLDX1_HUMAN	Q8IUK5	PLDX1_HUMAN	PLXDC1	500	Homo sapiens	1:Experimental evidence at protein level	Plexin domain-containing protein 1	0.9509	0.9971	1	1	1	1	1	1	1	315836.44	
sp|Q8IV08|PLD3_HUMAN	Q8IV08	PLD3_HUMAN	PLD3	490	Homo sapiens	1:Experimental evidence at protein level	5'-3' exonuclease PLD3	1.0	0.9976	2	2	2	2	2	2	2	699003.75	
sp|Q8IW52|SLIK4_HUMAN	Q8IW52	SLIK4_HUMAN	SLITRK4	837	Homo sapiens	1:Experimental evidence at protein level	SLIT and NTRK-like protein 4	0.6847	0.975	1	1	1	1	1	1	1	272262.1	
sp|Q8IWU5|SULF2_HUMAN	Q8IWU5	SULF2_HUMAN	SULF2	870	Homo sapiens	1:Experimental evidence at protein level	Extracellular sulfatase Sulf-2	1.0	0.9978	2	2	2	2	2	2	2	3063411.5	
sp|Q8N126|CADM3_HUMAN	Q8N126	CADM3_HUMAN	CADM3	398	Homo sapiens	1:Experimental evidence at protein level	Cell adhesion molecule 3	1.0	0.999	3	5	5	5	5	5	5	7345363.0	
sp|Q8N3J6|CADM2_HUMAN	Q8N3J6	CADM2_HUMAN	CADM2	435	Homo sapiens	1:Experimental evidence at protein level	Cell adhesion molecule 2	0.8756	0.9922	1	1	1	1	1	1	1	472306.38	
sp|Q8NBJ4|GOLM1_HUMAN	Q8NBJ4	GOLM1_HUMAN	GOLM1	401	Homo sapiens	1:Experimental evidence at protein level	Golgi membrane protein 1	0.8951	0.9935	1	1	1	1	1	1	1	844897.5	
sp|Q8NFZ8|CADM4_HUMAN	Q8NFZ8	CADM4_HUMAN	CADM4	388	Homo sapiens	1:Experimental evidence at protein level	Cell adhesion molecule 4	1.0	0.9989	4	4	4	4	4	4	4	8260426.0	
sp|Q8TAG5|VTM2A_HUMAN	Q8TAG5	VTM2A_HUMAN	VSTM2A	236	Homo sapiens	1:Experimental evidence at protein level	V-set and transmembrane domain-containing protein 2A	1.0	0.9989	3	4	4	4	4	4	4	7360615.0	
sp|Q8TBP5|F174A_HUMAN	Q8TBP5	F174A_HUMAN	FAM174A	190	Homo sapiens	1:Experimental evidence at protein level	Membrane protein FAM174A	0.7984	0.9861	1	1	1	1	1	1	1	278131.72	
sp|Q8TCZ2|C99L2_HUMAN	Q8TCZ2	C99L2_HUMAN	CD99L2	262	Homo sapiens	1:Experimental evidence at protein level	CD99 antigen-like protein 2	1.0	0.9989	2	2	2	2	2	2	2	5806205.5	
sp|Q8TEU8|WFKN2_HUMAN	Q8TEU8	WFKN2_HUMAN	WFIKKN2	576	Homo sapiens	1:Experimental evidence at protein level	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2	1.0	0.996	3	3	3	3	3	3	3	583853.4	
sp|Q8WXD2|SCG3_HUMAN	Q8WXD2	SCG3_HUMAN	SCG3	468	Homo sapiens	1:Experimental evidence at protein level	Secretogranin-3	1.0	0.999	20	25	25	25	25	25	25	2.9873624E7	
sp|Q92520|FAM3C_HUMAN	Q92520	FAM3C_HUMAN	FAM3C	227	Homo sapiens	1:Experimental evidence at protein level	Protein FAM3C	1.0	0.999	9	12	12	12	12	12	12	2.2948324E7	
sp|Q92820|GGH_HUMAN	Q92820	GGH_HUMAN	GGH	318	Homo sapiens	1:Experimental evidence at protein level	Gamma-glutamyl hydrolase	1.0	0.9975	5	5	5	5	5	5	5	1738414.6	
sp|Q92823|NRCAM_HUMAN	Q92823	NRCAM_HUMAN	NRCAM	1304	Homo sapiens	1:Experimental evidence at protein level	Neuronal cell adhesion molecule	1.0	0.999	23	31	31	31	31	31	31	2.804094E7	
sp|Q92859|NEO1_HUMAN	Q92859	NEO1_HUMAN	NEO1	1461	Homo sapiens	1:Experimental evidence at protein level	Neogenin	1.0	0.999	14	14	14	14	14	14	14	3925433.2	
sp|Q92876|KLK6_HUMAN	Q92876	KLK6_HUMAN	KLK6	244	Homo sapiens	1:Experimental evidence at protein level	Kallikrein-6	1.0	0.999	5	7	7	7	7	7	7	5.9389048E7	
sp|Q93091|RNAS6_HUMAN	Q93091	RNAS6_HUMAN	RNASE6	150	Homo sapiens	1:Experimental evidence at protein level	Ribonuclease K6	0.6704	0.9734	1	1	1	1	1	1	1	1192087.5	
sp|Q969P0|IGSF8_HUMAN	Q969P0	IGSF8_HUMAN	IGSF8	613	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin superfamily member 8	1.0	0.999	3	3	3	3	3	3	3	2665267.2	
sp|Q96GW7|PGCB_HUMAN	Q96GW7	PGCB_HUMAN	BCAN	911	Homo sapiens	1:Experimental evidence at protein level	Brevican core protein	1.0	0.9983	6	7	7	7	7	7	7	1.5169015E7	
sp|Q96ID5|IGS21_HUMAN	Q96ID5	IGS21_HUMAN	IGSF21	467	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin superfamily member 21	0.8938	0.9934	1	1	1	1	1	1	1	541934.25	
sp|Q96IY4|CBPB2_HUMAN	Q96IY4	CBPB2_HUMAN	CPB2	423	Homo sapiens	1:Experimental evidence at protein level	Carboxypeptidase B2	1.0	0.9981	3	3	3	3	3	3	3	1973307.2	
sp|Q96KN2|CNDP1_HUMAN	Q96KN2	CNDP1_HUMAN	CNDP1	507	Homo sapiens	1:Experimental evidence at protein level	Beta-Ala-His dipeptidase	1.0	0.999	19	25	25	25	25	25	25	4.0122856E7	
sp|Q96PD5|PGRP2_HUMAN	Q96PD5	PGRP2_HUMAN	PGLYRP2	576	Homo sapiens	1:Experimental evidence at protein level	N-acetylmuramoyl-L-alanine amidase	1.0	0.999	6	6	6	6	6	6	6	6849043.0	
sp|Q96PQ0|SORC2_HUMAN	Q96PQ0	SORC2_HUMAN	SORCS2	1159	Homo sapiens	1:Experimental evidence at protein level	VPS10 domain-containing receptor SorCS2	0.6002	0.9643	1	1	1	1	1	1	1	238668.55	
