Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	control_4_1 Spectral Count	control_4_1 Unique Spectral Count	control_4_1 Total Spectral Count	control_4_1 Intensity	Indistinguishable Proteins
sp|P62736|ACTA_HUMAN	P62736	ACTA_HUMAN	ACTA2	377	Homo sapiens	1:Experimental evidence at protein level	Actin, aortic smooth muscle	0.9998	0.9839	7	1	0	7	1	0	7	1332270.4	sp|P68032|ACTC_HUMAN, sp|P68133|ACTS_HUMAN
sp|P62805|H4_HUMAN	P62805	H4_HUMAN	H4C1	103	Homo sapiens	1:Experimental evidence at protein level	Histone H4	1.0	0.9954	3	3	3	3	3	3	3	6484693.0	
sp|P62937|PPIA_HUMAN	P62937	PPIA_HUMAN	PPIA	165	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase A	1.0	0.9975	2	2	2	2	2	2	2	1585693.4	
sp|P63104|1433Z_HUMAN	P63104	1433Z_HUMAN	YWHAZ	245	Homo sapiens	1:Experimental evidence at protein level	14-3-3 protein zeta/delta	1.0	0.999	2	2	2	2	2	2	2	969991.25	
sp|P68104|EF1A1_HUMAN	P68104	EF1A1_HUMAN	EEF1A1	462	Homo sapiens	1:Experimental evidence at protein level	Elongation factor 1-alpha 1	1.0	0.9959	3	3	0	3	3	0	3	4152904.0	sp|Q5VTE0|EF1A3_HUMAN
sp|P68363|TBA1B_HUMAN	P68363	TBA1B_HUMAN	TUBA1B	451	Homo sapiens	1:Experimental evidence at protein level	Tubulin alpha-1B chain	1.0	0.9923	2	2	0	2	2	0	2	729558.0	sp|Q71U36|TBA1A_HUMAN, sp|Q9BQE3|TBA1C_HUMAN
sp|P68431|H31_HUMAN	P68431	H31_HUMAN	H3C1	136	Homo sapiens	1:Experimental evidence at protein level	Histone H3.1	1.0	0.9858	3	3	0	3	3	0	3	7152489.0	sp|P84243|H33_HUMAN, sp|Q16695|H31T_HUMAN, sp|Q71DI3|H32_HUMAN
sp|P68871|HBB_HUMAN	P68871	HBB_HUMAN	HBB	147	Homo sapiens	1:Experimental evidence at protein level	Hemoglobin subunit beta	1.0	0.999	4	4	1	4	4	1	4	7078156.0	
sp|P69905|HBA_HUMAN	P69905	HBA_HUMAN	HBA2	142	Homo sapiens	1:Experimental evidence at protein level	Hemoglobin subunit alpha	0.9459	0.997	1	1	1	1	1	1	1	587469.0	
sp|P78324|SHPS1_HUMAN	P78324	SHPS1_HUMAN	SIRPA	504	Homo sapiens	1:Experimental evidence at protein level	Tyrosine-protein phosphatase non-receptor type substrate 1	1.0	0.9968	5	5	1	5	5	1	5	5415829.5	
sp|P78509|RELN_HUMAN	P78509	RELN_HUMAN	RELN	3460	Homo sapiens	1:Experimental evidence at protein level	Reelin	1.0	0.997	7	7	7	7	7	7	7	1995257.1	
sp|P98160|PGBM_HUMAN	P98160	PGBM_HUMAN	HSPG2	4391	Homo sapiens	1:Experimental evidence at protein level	Basement membrane-specific heparan sulfate proteoglycan core protein	1.0	0.999	7	7	7	7	7	7	7	2746400.2	
sp|Q01459|DIAC_HUMAN	Q01459	DIAC_HUMAN	CTBS	385	Homo sapiens	1:Experimental evidence at protein level	Di-N-acetylchitobiase	0.9749	0.9987	1	1	1	1	1	1	1	389990.47	
sp|Q02246|CNTN2_HUMAN	Q02246	CNTN2_HUMAN	CNTN2	1040	Homo sapiens	1:Experimental evidence at protein level	Contactin-2	1.0	0.9988	13	13	13	13	13	13	13	3201965.0	
sp|Q06481|APLP2_HUMAN	Q06481	APLP2_HUMAN	APLP2	763	Homo sapiens	1:Experimental evidence at protein level	Amyloid beta precursor like protein 2	1.0	0.9989	6	5	5	7	5	5	7	6247191.5	
sp|Q06828|FMOD_HUMAN	Q06828	FMOD_HUMAN	FMOD	376	Homo sapiens	1:Experimental evidence at protein level	Fibromodulin	0.8164	0.9884	1	1	1	1	1	1	1	921636.75	
sp|Q06830|PRDX1_HUMAN	Q06830	PRDX1_HUMAN	PRDX1	199	Homo sapiens	1:Experimental evidence at protein level	Peroxiredoxin-1	1.0	0.9969	6	6	4	6	6	4	6	1765524.6	
sp|Q08380|LG3BP_HUMAN	Q08380	LG3BP_HUMAN	LGALS3BP	585	Homo sapiens	1:Experimental evidence at protein level	Galectin-3-binding protein	1.0	0.9988	5	5	5	5	5	5	5	5886394.5	
sp|Q12805|FBLN3_HUMAN	Q12805	FBLN3_HUMAN	EFEMP1	493	Homo sapiens	1:Experimental evidence at protein level	EGF-containing fibulin-like extracellular matrix protein 1	1.0	0.999	6	7	7	7	7	7	7	1.2111757E7	
sp|Q12841|FSTL1_HUMAN	Q12841	FSTL1_HUMAN	FSTL1	308	Homo sapiens	1:Experimental evidence at protein level	Follistatin-related protein 1	0.78	0.9855	1	1	1	1	1	1	1	460274.12	
sp|Q12860|CNTN1_HUMAN	Q12860	CNTN1_HUMAN	CNTN1	1018	Homo sapiens	1:Experimental evidence at protein level	Contactin-1	1.0	0.9989	26	28	28	28	28	28	28	1.1887215E7	
sp|Q12907|LMAN2_HUMAN	Q12907	LMAN2_HUMAN	LMAN2	356	Homo sapiens	1:Experimental evidence at protein level	Vesicular integral-membrane protein VIP36	1.0	0.9963	3	3	3	3	3	3	3	2376327.0	
sp|Q13228|SBP1_HUMAN	Q13228	SBP1_HUMAN	SELENBP1	472	Homo sapiens	1:Experimental evidence at protein level	Methanethiol oxidase	1.0	0.9799	3	3	3	3	3	3	3	895461.5	
sp|Q13332|PTPRS_HUMAN	Q13332	PTPRS_HUMAN	PTPRS	1948	Homo sapiens	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase S	0.9149	0.9952	1	1	1	1	1	1	1	578584.94	
sp|Q13449|LSAMP_HUMAN	Q13449	LSAMP_HUMAN	LSAMP	338	Homo sapiens	1:Experimental evidence at protein level	Limbic system-associated membrane protein	1.0	0.999	6	6	6	6	6	6	6	1.1456612E7	
sp|Q13508|NAR3_HUMAN	Q13508	NAR3_HUMAN	ART3	389	Homo sapiens	1:Experimental evidence at protein level	Ecto-ADP-ribosyltransferase 3	1.0	0.9966	2	2	2	2	2	2	2	995803.7	
sp|Q13740|CD166_HUMAN	Q13740	CD166_HUMAN	ALCAM	583	Homo sapiens	1:Experimental evidence at protein level	CD166 antigen	1.0	0.9962	4	4	4	4	4	4	4	2582538.8	
sp|Q13822|ENPP2_HUMAN	Q13822	ENPP2_HUMAN	ENPP2	863	Homo sapiens	1:Experimental evidence at protein level	Autotaxin	1.0	0.9989	15	19	19	19	19	19	19	2.8460352E7	
sp|Q14019|COTL1_HUMAN	Q14019	COTL1_HUMAN	COTL1	142	Homo sapiens	1:Experimental evidence at protein level	Coactosin-like protein	0.6808	0.9761	1	1	1	1	1	1	1	272494.78	
sp|Q14118|DAG1_HUMAN	Q14118	DAG1_HUMAN	DAG1	895	Homo sapiens	1:Experimental evidence at protein level	Dystroglycan 1	1.0	0.9986	5	5	5	5	5	5	5	6315043.5	
sp|Q14515|SPRL1_HUMAN	Q14515	SPRL1_HUMAN	SPARCL1	664	Homo sapiens	1:Experimental evidence at protein level	SPARC-like protein 1	1.0	0.999	14	18	18	18	18	18	18	1.1271389E7	
sp|Q14520|HABP2_HUMAN	Q14520	HABP2_HUMAN	HABP2	560	Homo sapiens	1:Experimental evidence at protein level	Factor VII-activating protease	0.581	0.9637	1	1	1	1	1	1	1	451739.4	
sp|Q14624|ITIH4_HUMAN	Q14624	ITIH4_HUMAN	ITIH4	930	Homo sapiens	1:Experimental evidence at protein level	Inter-alpha-trypsin inhibitor heavy chain H4	1.0	0.999	20	20	20	20	20	20	20	7452600.0	
sp|Q14982|OPCM_HUMAN	Q14982	OPCM_HUMAN	OPCML	345	Homo sapiens	1:Experimental evidence at protein level	Opioid-binding protein/cell adhesion molecule	1.0	0.9989	6	6	3	6	6	3	6	6479213.5	
sp|Q15113|PCOC1_HUMAN	Q15113	PCOC1_HUMAN	PCOLCE	449	Homo sapiens	1:Experimental evidence at protein level	Procollagen C-endopeptidase enhancer 1	1.0	0.9984	4	4	4	4	4	4	4	5122866.0	
sp|Q15223|NECT1_HUMAN	Q15223	NECT1_HUMAN	NECTIN1	517	Homo sapiens	1:Experimental evidence at protein level	Nectin-1	0.7485	0.9828	1	1	1	1	1	1	1	248296.66	
sp|Q15582|BGH3_HUMAN	Q15582	BGH3_HUMAN	TGFBI	683	Homo sapiens	1:Experimental evidence at protein level	Transforming growth factor-beta-induced protein ig-h3	1.0	0.966	2	2	2	2	2	2	2	798441.75	
sp|Q15818|NPTX1_HUMAN	Q15818	NPTX1_HUMAN	NPTX1	432	Homo sapiens	1:Experimental evidence at protein level	Neuronal pentraxin-1	1.0	0.9987	4	4	4	4	4	4	4	2801535.0	
sp|Q15904|VAS1_HUMAN	Q15904	VAS1_HUMAN	ATP6AP1	470	Homo sapiens	1:Experimental evidence at protein level	V-type proton ATPase subunit S1	1.0	0.9959	5	5	5	5	5	5	5	2470839.0	
sp|Q16270|IBP7_HUMAN	Q16270	IBP7_HUMAN	IGFBP7	282	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor-binding protein 7	1.0	0.999	3	4	4	4	4	4	4	1.2495956E7	
sp|Q16610|ECM1_HUMAN	Q16610	ECM1_HUMAN	ECM1	540	Homo sapiens	1:Experimental evidence at protein level	Extracellular matrix protein 1	1.0	0.9951	5	5	5	5	5	5	5	4023779.2	
sp|Q16769|QPCT_HUMAN	Q16769	QPCT_HUMAN	QPCT	361	Homo sapiens	1:Experimental evidence at protein level	Glutaminyl-peptide cyclotransferase	0.9106	0.9949	1	1	1	1	1	1	1	368373.22	
sp|Q5T848|MGLYR_HUMAN	Q5T848	MGLYR_HUMAN	GPR158	1215	Homo sapiens	1:Experimental evidence at protein level	Metabotropic glycine receptor	0.9495	0.9972	1	1	1	1	1	1	1	614086.56	
sp|Q6UX71|PXDC2_HUMAN	Q6UX71	PXDC2_HUMAN	PLXDC2	529	Homo sapiens	1:Experimental evidence at protein level	Plexin domain-containing protein 2	1.0	0.9976	5	5	5	5	5	5	5	2105491.2	
sp|Q6UX73|CP089_HUMAN	Q6UX73	CP089_HUMAN	C16orf89	402	Homo sapiens	1:Experimental evidence at protein level	UPF0764 protein C16orf89	1.0	0.999	4	4	4	4	4	4	4	2431653.5	
sp|Q6UXD5|SE6L2_HUMAN	Q6UXD5	SE6L2_HUMAN	SEZ6L2	910	Homo sapiens	1:Experimental evidence at protein level	Seizure 6-like protein 2	0.8223	0.9888	1	1	1	1	1	1	1	276891.12	
sp|Q6ZQQ6|WDR87_HUMAN	Q6ZQQ6	WDR87_HUMAN	WDR87	2873	Homo sapiens	1:Experimental evidence at protein level	WD repeat-containing protein 87	0.6831	0.9764	1	1	1	1	1	1	1	3.8058256E7	
sp|Q6ZSJ9|SHSA6_HUMAN	Q6ZSJ9	SHSA6_HUMAN	SHISA6	500	Homo sapiens	1:Experimental evidence at protein level	Protein shisa-6	0.9742	0.9986	1	1	1	1	1	1	1	1141952.8	
sp|Q7Z3B1|NEGR1_HUMAN	Q7Z3B1	NEGR1_HUMAN	NEGR1	354	Homo sapiens	1:Experimental evidence at protein level	Neuronal growth regulator 1	1.0	0.9915	2	2	2	2	2	2	2	2535179.5	
sp|Q7Z7M0|MEGF8_HUMAN	Q7Z7M0	MEGF8_HUMAN	MEGF8	2845	Homo sapiens	1:Experimental evidence at protein level	Multiple epidermal growth factor-like domains protein 8	1.0	0.9989	3	3	3	3	3	3	3	1561500.1	
sp|Q86UX2|ITIH5_HUMAN	Q86UX2	ITIH5_HUMAN	ITIH5	942	Homo sapiens	1:Experimental evidence at protein level	Inter-alpha-trypsin inhibitor heavy chain H5	0.6729	0.9753	1	1	1	1	1	1	1	484645.8	
sp|Q8IV08|PLD3_HUMAN	Q8IV08	PLD3_HUMAN	PLD3	490	Homo sapiens	1:Experimental evidence at protein level	5'-3' exonuclease PLD3	0.7178	0.9799	1	1	1	1	1	1	1	185617.5	
sp|Q8IWU5|SULF2_HUMAN	Q8IWU5	SULF2_HUMAN	SULF2	870	Homo sapiens	1:Experimental evidence at protein level	Extracellular sulfatase Sulf-2	1.0	0.9989	1	1	1	1	1	1	1	1875417.2	
sp|Q8N126|CADM3_HUMAN	Q8N126	CADM3_HUMAN	CADM3	398	Homo sapiens	1:Experimental evidence at protein level	Cell adhesion molecule 3	1.0	0.999	3	3	3	3	3	3	3	3454611.5	
sp|Q8NBJ4|GOLM1_HUMAN	Q8NBJ4	GOLM1_HUMAN	GOLM1	401	Homo sapiens	1:Experimental evidence at protein level	Golgi membrane protein 1	0.7954	0.9868	1	1	1	1	1	1	1	680211.0	
sp|Q8NFZ8|CADM4_HUMAN	Q8NFZ8	CADM4_HUMAN	CADM4	388	Homo sapiens	1:Experimental evidence at protein level	Cell adhesion molecule 4	1.0	0.9986	4	4	4	4	4	4	4	4204642.0	
sp|Q8TAG5|VTM2A_HUMAN	Q8TAG5	VTM2A_HUMAN	VSTM2A	236	Homo sapiens	1:Experimental evidence at protein level	V-set and transmembrane domain-containing protein 2A	1.0	0.9988	2	3	3	3	3	3	3	3153970.8	
sp|Q8TCZ2|C99L2_HUMAN	Q8TCZ2	C99L2_HUMAN	CD99L2	262	Homo sapiens	1:Experimental evidence at protein level	CD99 antigen-like protein 2	0.9809	0.999	1	1	1	1	1	1	1	2371673.2	
sp|Q8TEU8|WFKN2_HUMAN	Q8TEU8	WFKN2_HUMAN	WFIKKN2	576	Homo sapiens	1:Experimental evidence at protein level	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2	1.0	0.9882	2	2	2	2	2	2	2	816695.44	
sp|Q8WXD2|SCG3_HUMAN	Q8WXD2	SCG3_HUMAN	SCG3	468	Homo sapiens	1:Experimental evidence at protein level	Secretogranin-3	1.0	0.9988	14	15	15	15	15	15	15	9606378.0	
sp|Q92520|FAM3C_HUMAN	Q92520	FAM3C_HUMAN	FAM3C	227	Homo sapiens	1:Experimental evidence at protein level	Protein FAM3C	1.0	0.999	8	9	9	9	9	9	9	1.1071526E7	
sp|Q92820|GGH_HUMAN	Q92820	GGH_HUMAN	GGH	318	Homo sapiens	1:Experimental evidence at protein level	Gamma-glutamyl hydrolase	1.0	0.9683	4	4	4	4	4	4	4	1253895.2	
sp|Q92823|NRCAM_HUMAN	Q92823	NRCAM_HUMAN	NRCAM	1304	Homo sapiens	1:Experimental evidence at protein level	Neuronal cell adhesion molecule	1.0	0.999	20	24	24	24	24	24	24	1.3116085E7	
sp|Q92859|NEO1_HUMAN	Q92859	NEO1_HUMAN	NEO1	1461	Homo sapiens	1:Experimental evidence at protein level	Neogenin	1.0	0.9965	6	6	6	6	6	6	6	1471688.1	
sp|Q92876|KLK6_HUMAN	Q92876	KLK6_HUMAN	KLK6	244	Homo sapiens	1:Experimental evidence at protein level	Kallikrein-6	1.0	0.9987	5	7	7	7	7	7	7	4.0330836E7	
sp|Q969P0|IGSF8_HUMAN	Q969P0	IGSF8_HUMAN	IGSF8	613	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin superfamily member 8	0.9808	0.999	1	1	1	1	1	1	1	697216.75	
sp|Q96GW7|PGCB_HUMAN	Q96GW7	PGCB_HUMAN	BCAN	911	Homo sapiens	1:Experimental evidence at protein level	Brevican core protein	1.0	0.9981	5	6	6	6	6	6	6	1.2490887E7	
sp|Q96IY4|CBPB2_HUMAN	Q96IY4	CBPB2_HUMAN	CPB2	423	Homo sapiens	1:Experimental evidence at protein level	Carboxypeptidase B2	1.0	0.9984	3	3	3	3	3	3	3	1150999.8	
sp|Q96KN2|CNDP1_HUMAN	Q96KN2	CNDP1_HUMAN	CNDP1	507	Homo sapiens	1:Experimental evidence at protein level	Beta-Ala-His dipeptidase	1.0	0.999	14	16	16	16	16	16	16	1.7464364E7	
sp|Q96PD5|PGRP2_HUMAN	Q96PD5	PGRP2_HUMAN	PGLYRP2	576	Homo sapiens	1:Experimental evidence at protein level	N-acetylmuramoyl-L-alanine amidase	1.0	0.999	4	4	4	4	4	4	4	4134275.0	
sp|Q96S96|PEBP4_HUMAN	Q96S96	PEBP4_HUMAN	PEBP4	227	Homo sapiens	1:Experimental evidence at protein level	Phosphatidylethanolamine-binding protein 4	1.0	0.9986	3	3	3	3	3	3	3	3051277.5	
sp|Q99435|NELL2_HUMAN	Q99435	NELL2_HUMAN	NELL2	816	Homo sapiens	1:Experimental evidence at protein level	Protein kinase C-binding protein NELL2	1.0	0.999	7	7	7	7	7	7	7	7938262.0	
sp|Q99674|CGRE1_HUMAN	Q99674	CGRE1_HUMAN	CGREF1	318	Homo sapiens	1:Experimental evidence at protein level	Cell growth regulator with EF hand domain protein 1	0.9117	0.995	1	1	1	1	1	1	1	339925.03	
sp|Q99969|RARR2_HUMAN	Q99969	RARR2_HUMAN	RARRES2	163	Homo sapiens	1:Experimental evidence at protein level	Retinoic acid receptor responder protein 2	1.0	0.9983	1	2	2	2	2	2	2	1296026.9	
sp|Q9BQ16|TICN3_HUMAN	Q9BQ16	TICN3_HUMAN	SPOCK3	436	Homo sapiens	1:Experimental evidence at protein level	Testican-3	0.6867	0.9767	1	1	1	1	1	1	1	291804.9	
sp|Q9BQT9|CSTN3_HUMAN	Q9BQT9	CSTN3_HUMAN	CLSTN3	956	Homo sapiens	1:Experimental evidence at protein level	Calsyntenin-3	1.0	0.999	2	2	2	2	2	2	2	2011138.2	
sp|Q9BY67|CADM1_HUMAN	Q9BY67	CADM1_HUMAN	CADM1	442	Homo sapiens	1:Experimental evidence at protein level	Cell adhesion molecule 1	1.0	0.974	1	2	2	2	2	2	2	973161.0	
sp|Q9BYH1|SE6L1_HUMAN	Q9BYH1	SE6L1_HUMAN	SEZ6L	1024	Homo sapiens	1:Experimental evidence at protein level	Seizure 6-like protein	0.9999	0.9619	2	2	2	2	2	2	2	1174183.8	
sp|Q9GZM5|YIPF3_HUMAN	Q9GZM5	YIPF3_HUMAN	YIPF3	350	Homo sapiens	1:Experimental evidence at protein level	Protein YIPF3	1.0	0.9951	1	2	2	2	2	2	2	1804505.9	
sp|Q9H8L6|MMRN2_HUMAN	Q9H8L6	MMRN2_HUMAN	MMRN2	949	Homo sapiens	1:Experimental evidence at protein level	Multimerin-2	0.7528	0.9831	1	1	1	1	1	1	1	340067.72	
sp|Q9HAT2|SIAE_HUMAN	Q9HAT2	SIAE_HUMAN	SIAE	523	Homo sapiens	1:Experimental evidence at protein level	Sialate O-acetylesterase	0.5842	0.9642	1	1	1	1	1	1	1	272655.94	
sp|Q9HCU4|CELR2_HUMAN	Q9HCU4	CELR2_HUMAN	CELSR2	2923	Homo sapiens	1:Experimental evidence at protein level	Cadherin EGF LAG seven-pass G-type receptor 2	0.6588	0.9737	1	1	1	1	1	1	1	273786.66	
sp|Q9NPD7|NRN1_HUMAN	Q9NPD7	NRN1_HUMAN	NRN1	142	Homo sapiens	1:Experimental evidence at protein level	Neuritin	1.0	0.985	1	2	2	2	2	2	2	884308.75	
sp|Q9NQ79|CRAC1_HUMAN	Q9NQ79	CRAC1_HUMAN	CRTAC1	661	Homo sapiens	1:Experimental evidence at protein level	Cartilage acidic protein 1	1.0	0.999	10	10	10	10	10	10	10	4625489.5	
sp|Q9NQX5|NPDC1_HUMAN	Q9NQX5	NPDC1_HUMAN	NPDC1	325	Homo sapiens	1:Experimental evidence at protein level	Neural proliferation differentiation and control protein 1	0.9757	0.9987	1	1	1	1	1	1	1	535074.0	
sp|Q9NT99|LRC4B_HUMAN	Q9NT99	LRC4B_HUMAN	LRRC4B	713	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich repeat-containing protein 4B	0.9617	0.9979	1	1	1	1	1	1	1	564116.9	
sp|Q9P121|NTRI_HUMAN	Q9P121	NTRI_HUMAN	NTM	344	Homo sapiens	1:Experimental evidence at protein level	Neurotrimin	1.0	0.999	5	2	2	5	2	2	5	3036263.0	
sp|Q9P2S2|NRX2A_HUMAN	Q9P2S2	NRX2A_HUMAN	NRXN2	1712	Homo sapiens	1:Experimental evidence at protein level	Neurexin-2	1.0	0.999	6	4	2	6	4	2	6	2744727.5	
sp|Q9UBP4|DKK3_HUMAN	Q9UBP4	DKK3_HUMAN	DKK3	350	Homo sapiens	1:Experimental evidence at protein level	Dickkopf-related protein 3	1.0	0.999	5	9	9	9	9	9	9	5.5644072E7	
sp|Q9UBQ6|EXTL2_HUMAN	Q9UBQ6	EXTL2_HUMAN	EXTL2	330	Homo sapiens	1:Experimental evidence at protein level	Exostosin-like 2	0.5902	0.965	1	1	1	1	1	1	1	285908.34	
sp|Q9UBR2|CATZ_HUMAN	Q9UBR2	CATZ_HUMAN	CTSZ	303	Homo sapiens	1:Experimental evidence at protein level	Cathepsin Z	1.0	0.9969	2	2	2	2	2	2	2	1141987.2	
sp|Q9UBX5|FBLN5_HUMAN	Q9UBX5	FBLN5_HUMAN	FBLN5	448	Homo sapiens	1:Experimental evidence at protein level	Fibulin-5	0.6406	0.9715	1	1	1	1	1	1	1	546788.94	
sp|Q9UHG2|PCS1N_HUMAN	Q9UHG2	PCS1N_HUMAN	PCSK1N	260	Homo sapiens	1:Experimental evidence at protein level	ProSAAS	1.0	0.999	5	5	5	5	5	5	5	9826193.0	
sp|Q9UL62|TRPC5_HUMAN	Q9UL62	TRPC5_HUMAN	TRPC5	973	Homo sapiens	1:Experimental evidence at protein level	Short transient receptor potential channel 5	0.5683	0.9619	1	1	1	1	1	1	1	4.50545792E8	
sp|Q9ULB1|NRX1A_HUMAN	Q9ULB1	NRX1A_HUMAN	NRXN1	1477	Homo sapiens	1:Experimental evidence at protein level	Neurexin-1	1.0	0.997	5	3	2	5	3	2	5	1316514.0	
sp|Q9UM22|EPDR1_HUMAN	Q9UM22	EPDR1_HUMAN	EPDR1	224	Homo sapiens	1:Experimental evidence at protein level	Mammalian ependymin-related protein 1	0.5772	0.9632	1	1	1	1	1	1	1	529592.7	
sp|Q9Y4C0|NRX3A_HUMAN	Q9Y4C0	NRX3A_HUMAN	NRXN3	1643	Homo sapiens	1:Experimental evidence at protein level	Neurexin-3	1.0	0.9979	10	10	3	10	10	3	10	4432020.5	
sp|Q9Y5Y7|LYVE1_HUMAN	Q9Y5Y7	LYVE1_HUMAN	LYVE1	322	Homo sapiens	1:Experimental evidence at protein level	Lymphatic vessel endothelial hyaluronic acid receptor 1	0.6345	0.9708	1	1	1	1	1	1	1	342685.88	
sp|Q9Y623|MYH4_HUMAN	Q9Y623	MYH4_HUMAN	MYH4	1939	Homo sapiens	1:Experimental evidence at protein level	Myosin-4	0.9796	0.9919	2	2	1	2	2	1	2	1347999.6	
sp|Q9Y646|CBPQ_HUMAN	Q9Y646	CBPQ_HUMAN	CPQ	472	Homo sapiens	1:Experimental evidence at protein level	Carboxypeptidase Q	1.0	0.9947	5	5	5	5	5	5	5	1478659.1	
